layer,head,local_current_share,global_current_share,s_current_share,b_log_per_token_ratio,r_per_token_ratio,local_per_token_ratio,global_per_token_ratio,current_token_fraction,num_observations,b_quantile_class,s_threshold_class
0,0,0.3542087470230303,0.3487607072058476,0.35148472711443896,-1.7672132041836672,1.009359998404051,0.7498440530739332,1.461085639305805,0.7519539957765666,38,current_oriented_top20,mixed
0,1,0.3146249895737702,0.32077962189444065,0.31770230573410546,-0.41434643378323177,554683.6168001626,864701.7384677305,421809.48887413874,0.7519539957765666,38,current_oriented_top20,mixed
0,2,0.2770886719717007,0.2798966577178553,0.27849266484477797,-2.139153085635125,12.810286320782438,10.914492516741646,15.86881206858609,0.7519539957765666,38,current_oriented_top20,mixed
0,3,0.12419753325403496,0.1262247980035991,0.125211165628817,-8.096673568844299,502.5784334455157,872.3167840496908,290.26849973040186,0.7519539957765666,38,memory_oriented_bottom20,memory_mass_lt25
0,4,0.1912398088331285,0.19407376249958022,0.19265678566635436,-2.790895855398982,0.08518095595377276,0.08216723981068319,0.08899880484922931,0.7519539957765666,38,mixed,memory_mass_lt25
0,5,0.28959728881569674,0.2828242256257094,0.2862107572207031,-0.9361769413353215,309286.1111639131,414819.6274983804,371675.1017253935,0.7519539957765666,38,current_oriented_top20,mixed
0,6,0.2643667140632475,0.25854384194520347,0.26145527800422547,-1.2046082626108046,181097.44972457614,312556.47855277936,156757.22443321173,0.7519539957765666,38,current_oriented_top20,mixed
0,7,0.3400932694050042,0.33010980690290265,0.33510153815395344,-1.5116175508216039,3566.9585144198386,730.3252848181384,128442.11334105858,0.7519539957765666,38,current_oriented_top20,mixed
0,8,0.402635875010961,0.40933002051162093,0.40598294776129096,-1.0240337943702882,39.85993349688572,22.01273293979466,74.65433607887672,0.7519539957765666,38,current_oriented_top20,mixed
0,9,0.34194491931090226,0.34086917399575833,0.3414070466533303,-1.8499199478852726,2.591551676598538,2.9295801129192114,2.294687397606475,0.7519539957765666,38,current_oriented_top20,mixed
0,10,0.29943593777103444,0.25625709618601067,0.27784651697852253,-2.972244287762363,4411.582691527753,1720.5446324187367,11421.997909689553,0.7519539957765666,38,mixed,mixed
0,11,0.4160045688285639,0.40571663930620017,0.410860604067382,-1.0432253297175649,23.17864353316484,23.524560946873144,23.01302694058732,0.7519539957765666,38,current_oriented_top20,mixed
0,12,0.43182559527064623,0.42696010831155273,0.4293928517910995,-1.073375555774972,7.8140837898576105,8.617153080866524,7.088870448893623,0.7519539957765666,38,current_oriented_top20,mixed
0,13,0.33326275303567704,0.33149018177860656,0.33237646740714183,-1.9630969672502643,2.4800679350915966,2.9464221879055628,2.1165200443448207,0.7519539957765666,38,current_oriented_top20,mixed
0,14,0.7409656863463553,0.7357514618258727,0.7383585740861139,0.136643725567803,1.979204621791221,1.942666177686892,2.019397453257912,0.7519539957765666,38,current_oriented_top20,mixed
0,15,0.15673352621103587,0.0,0.07836676310551793,-24.87198472875418,1.0134546072550212e-06,8.617465891728276,0.0,0.7519539957765666,38,memory_oriented_bottom20,memory_mass_lt25
0,16,0.35329315139250334,0.3519306733337304,0.3526119123631169,-1.2953093460102099,15555.641031811072,5810.1278059534425,41755.58963578187,0.7519539957765666,38,current_oriented_top20,mixed
0,17,0.3647874460408562,0.37005607352444997,0.36742175978265307,-1.7475899904163386,1.7735875098513083,1.6137785160619962,1.9506126894664608,0.7519539957765666,38,current_oriented_top20,mixed
0,18,0.44881318529185493,0.4173173746584277,0.4330652799751413,-1.1709648161768844,3.33338090495773,3.534211668136873,3.1543433583880724,0.7519539957765666,38,current_oriented_top20,mixed
