layer,kv_head,readout_shape_score,readout_shape_score_median,peak_readout_shape_score,internal_readout_share,memory_readout_share,current_readout_share,internal_topk_concentration,internal_peakiness,boundary_ratio,boundary_suppression,num_observations,u_int_mean,cov_int_mean,cov_oracle_int_mean,score_sum,score_mean_q,score_max_q
11,2,0.2043816523024542,0.1728600192279321,0.0839377307526054,0.6430859318118751,0.8448868275376403,0.1551131748756052,0.4117627890043561,0.3694842375814914,0.2524481814298648,0.7475518185701351,80,0.6865616010185767,0.4995954903141226,0.6800298011915769,0.0092592592592592,0.0013227513227513,0.0092592592592592
11,3,0.168232263874742,0.1739090188852338,0.0605322029723137,0.6034948794957772,0.7829613942033375,0.2170386013777087,0.3869921320832271,0.3377442136406898,0.260119414308175,0.7398805856918249,80,0.8316813574975737,0.5522442930396515,0.6413027727958365,376.0469257274698,53.72098938963855,300.1403816415763
12,0,0.2065856056601437,0.1940257834041653,0.0813919194917837,0.682600682005027,0.8795834849700508,0.1204165200533821,0.3987929868909158,0.3683985257521271,0.2589690027862728,0.7410309972137272,80,0.8143636425765196,0.6055403793535824,0.7127447656721949,0.2030994838494838,0.0290142119784976,0.1361530969030969
12,1,0.1569612597641502,0.1594036706645385,0.0517191153131815,0.6036954630810213,0.7219111707345025,0.2780888236516935,0.3160357671356003,0.2988143019378185,0.2048342620765682,0.7951657379234318,80,0.8613689412588382,0.5332220806701246,0.6036735251065918,6.942528234846424,0.9917897478352036,6.789089081407271
12,2,0.1706416302688487,0.1739330794213054,0.0603460484019639,0.672290707087724,0.8568552660211953,0.1431447369670434,0.3445399730117192,0.3347167737782001,0.2406200948219134,0.7593799051780865,80,0.8459649921070135,0.5435696258101639,0.6208818573565078,106.19555464039276,15.17079352005611,100.77726088130728
12,3,0.1698221892893187,0.164402042528538,0.0617417379220048,0.6224596321914008,0.7834385833080785,0.2165614210103011,0.3543423980250491,0.3314566809684038,0.2453915547955811,0.7546084452044189,80,0.7343742097148602,0.5021510196684743,0.6579846145010207,298.0176935829644,42.573956226137774,297.50370918478507
13,0,0.1842916183628269,0.1814716674142671,0.069695609260669,0.6655068955249572,0.8682949863393435,0.1317050109277071,0.3700840672540422,0.3522143252193928,0.2595486472088334,0.7404513527911666,80,0.8320255189505161,0.5865919570998678,0.677082441996224,4.839860431807436,0.691408633115348,2.9106914822689616
13,1,0.1690586953177867,0.159897943104866,0.0653370344715343,0.6289458915268623,0.808703343847327,0.1912966550991288,0.3365373363867397,0.3320277910679579,0.2515577804150121,0.7484422195849879,80,0.6999771157174415,0.4845084784270412,0.6478538378337785,0.1369292717086834,0.0195613245298119,0.0753221288515406
13,2,0.1694662213288922,0.1659590180388053,0.0609999901048529,0.6626364463090582,0.8290346082187288,0.1709653946205905,0.3347299352542309,0.3303346548229456,0.232702383273227,0.767297616726773,80,0.8656834755157673,0.5636674453652695,0.6358296318518566,2.924509361174713,0.4177870515963875,2.3564656456309976
13,3,0.184361350448459,0.1813593462540678,0.067832551143981,0.6555414329507877,0.8128248354992532,0.1871751538262381,0.3496980534671532,0.3350294832140207,0.2251088815924791,0.7748911184075209,80,0.8635089975544487,0.5779534514575778,0.6547001641541921,5.831052750020905,0.833007535717272,3.878529000474427
14,0,0.1500468741770936,0.1426810825100993,0.0549619789511731,0.5851858962036782,0.8422512395898554,0.1577487520440684,0.3930695157893177,0.3552978593856096,0.3095684838166158,0.6904315161833843,80,0.5251604873425129,0.3948884587514317,0.7061129815184247,2984.999367408341,426.42848105833446,861.5073665971261
14,1,0.126299551829772,0.1207861318952235,0.0418590945086344,0.5101297937801218,0.6387599155430929,0.3612400822664858,0.3401524063881041,0.3117601718753576,0.2177710512763793,0.7822289487236207,80,0.6261138099330845,0.4098560247162796,0.61657608950868,650.8043740703723,92.9720534386246,530.2021291087256
14,2,0.2450500928469637,0.1857801416636399,0.1110603185967054,0.6752980884222021,0.8448995501635002,0.1551004414875502,0.4349705455564808,0.3824406031519174,0.2187619856692524,0.7812380143307476,80,0.8595794097492201,0.6574091857312532,0.7427465705440406,18.87059424926544,2.6957991784664914,8.313605492654087
14,3,0.1741396948146653,0.1734376212367604,0.0646229319865749,0.6062414057850439,0.7809982665616524,0.2190017317492165,0.3791696885614691,0.3460591472685337,0.2516118012594282,0.7483881987405718,80,0.8368901210513014,0.6052945128621865,0.6979126556474834,63.93387862792687,9.133411232560984,53.79505969651221
15,0,0.1456861152585175,0.1380924739666654,0.0516674774586855,0.5119729012095339,0.6399510092798307,0.3600489959092454,0.3457826800160545,0.3039993721991777,0.2182346517541077,0.7817653482458923,80,0.7650347439072718,0.4974110729871269,0.6240189005310209,3.902325823940047,0.557475117705721,3.3454263345405577
15,1,0.1489008783929562,0.1304963394126622,0.0592425258755546,0.5521703881129053,0.7209998748516757,0.2790001075569207,0.3462554478237487,0.3322840496897697,0.2442408766734907,0.7557591233265093,80,0.6862158849328764,0.4826129645282641,0.6602687005466884,0.4488048085609061,0.064114972651558,0.4488048085609061
15,2,0.1387052480418668,0.1486468915698429,0.0463936334729859,0.5249059281966646,0.6758685074142037,0.324131483447914,0.3682086171749351,0.3172326132655144,0.248068378190515,0.7519316218094849,80,0.6247713982898309,0.4175422328725078,0.6256614880951159,1775.3794777495225,253.6256396785032,671.510749519399
