layer,kv_head,readout_shape_score,readout_shape_score_median,peak_readout_shape_score,internal_readout_share,memory_readout_share,current_readout_share,internal_topk_concentration,internal_peakiness,boundary_ratio,boundary_suppression,num_observations
24,1,0.2970684837645945,0.2879149850171514,0.10995469602415589,0.8048900776568406,0.9692367931947217,0.03076320800197314,0.44130542910822274,0.3517538193613291,0.1760526612613001,0.8239473387387,80
24,2,0.13903372895478136,0.1433940417248205,0.03563223314559382,0.6713371503161418,0.7934216449723228,0.20657835618759596,0.26504771827474544,0.2421041436493397,0.18061426051277835,0.8193857394872216,80
24,3,0.1838909875413949,0.19541789903333978,0.05051282757232047,0.7211603650979883,0.8706370667003439,0.12936294029857337,0.3199326487035125,0.2680607557296753,0.18997728223921925,0.8100227177607808,80
25,0,0.12431986282043272,0.12905752412556576,0.03598648043811446,0.6481002794384441,0.7839227182758397,0.21607728176112123,0.2569297454369526,0.2551554776728153,0.19197579864728798,0.8080242013527121,80
25,1,0.16548107709824406,0.16318738628333762,0.04177947135904964,0.7207474547901486,0.830856001126692,0.1691439958412474,0.2842504884417498,0.2457122452557087,0.15628780504293366,0.8437121949570663,80
25,2,0.1538365282619005,0.15793459351024908,0.0474152405629275,0.6898229637079182,0.8435850938322774,0.15641490080301942,0.2979119490739928,0.28185277581214907,0.20944103493221328,0.7905589650677867,80
25,3,0.14964409035360543,0.15455425320956792,0.04382475848297343,0.7254535141779404,0.9031536802192812,0.09684632907306537,0.2872549100143249,0.2795959897339344,0.21344984559987318,0.7865501544001268,80
26,0,0.2353487387886813,0.26976367425329334,0.07324308372735852,0.7019707178829944,0.8302502620844265,0.16974973342628502,0.39642650516108097,0.305575842410326,0.17257354288657337,0.8274264571134266,80
26,1,0.2562592109153915,0.258921101027757,0.09157892592744657,0.7354572616392321,0.8980884551928547,0.10191153598105104,0.4347904961698351,0.3495067983865738,0.1975031928338597,0.8024968071661404,80
26,2,0.21018668090405312,0.2282542080039719,0.06504408580088342,0.7218507204384851,0.8675694289624177,0.13243057465861718,0.36570410639506,0.3073061518371105,0.18239588306255428,0.8176041169374457,80
26,3,0.11294821498489069,0.11242427006710573,0.029886944916294796,0.6043735946574251,0.7376944349360122,0.2623055732307832,0.25164712186763116,0.252236820012331,0.20558262003503308,0.794417379964967,80
27,0,0.21434873387816117,0.2324351768212487,0.06358554382682972,0.7221891970386695,0.8628239307290186,0.1371760731828814,0.3693379989047192,0.29344625025987625,0.18173854990286195,0.8182614500971381,80
27,1,0.18301566302978897,0.16723366822550884,0.06051254593629836,0.7252307952569049,0.8890452492178296,0.1109547565452014,0.32191849515853016,0.31780797562330465,0.19977944196870362,0.8002205580312964,80
27,2,0.18758689173776982,0.188090076535198,0.051801054544136235,0.7340901537405268,0.8543913035354634,0.1456086984206098,0.31908221683907234,0.267096322029829,0.158369606455541,0.841630393544459,80
27,3,0.15721771792139877,0.16656015060128143,0.04206587341091179,0.7343497062394138,0.8603506492321966,0.13964935046572577,0.2788528217144665,0.2554819092154503,0.1625244604218295,0.8374755395781704,80
