layer,kv_head,u_int_mean,u_int_median,cov_int_mean,cov_rand_int_mean,cov_oracle_int_mean,boundary_ratio_mean,future_mass_internal_mean,selector_mass_internal_mean,num_observations
4,2,0.8420154329552325,0.9242138227353349,0.6581287745304852,0.02209086652224943,0.7550278628454492,0.16463771794029206,0.2874291924556019,0.4195961485384032,80
4,3,0.8225146811379082,0.8857863452692254,0.5778863835757375,0.02172321965930035,0.6809516194725523,0.1441082510203768,0.23157049358123913,0.3578147134743631,80
5,0,0.8224307105872256,0.8460037302372277,0.5694250735422001,0.021641104082212106,0.677012494433001,0.11628362633628535,0.36823967130621893,0.4393469418864697,80
5,1,0.8982500740969641,0.924617544701257,0.6831072715349296,0.021770289660965787,0.7486234269529201,0.14685375362535708,0.34961399596650156,0.3952546854969114,80
5,2,0.7618076634633508,0.7789518740634469,0.5615307519923454,0.02199806579714466,0.7096090343597403,0.13856901443259112,0.28387898311484605,0.36164936712011697,80
5,3,0.7536813211051987,0.7256738860166659,0.5834668488746757,0.021575803353621227,0.7439355139626508,0.10491331037328007,0.24449950682756025,0.3305791375430999,80
6,0,0.691107324641905,0.6244386869173695,0.5092811980223314,0.022005086557809927,0.6749411606596114,0.15103360239627095,0.2903804869525629,0.38795842086310584,80
6,1,0.896687923669452,0.9461365010443048,0.6446940623740768,0.021512602588379243,0.6996413730088299,0.18489528299121077,0.3649366481229663,0.4228611726779491,80
6,2,0.7725341989882873,0.8306595825504419,0.5229208955505958,0.022170924098559062,0.63624560153937,0.16296819123003725,0.47696879912618895,0.5566410294864909,80
6,3,0.7123606209489567,0.701180836014667,0.49996969054896334,0.021863957929429932,0.6533168125341511,0.1648599904609684,0.4668103284566314,0.5712193686515092,80
7,0,0.7107804394457611,0.7444036998757465,0.5579636477134493,0.02134549528899923,0.7217880080057448,0.1735962693329105,0.2735665472748224,0.3731495118816383,80
7,1,0.7238478274155696,0.7254590141121042,0.5548456274826284,0.021644997713185687,0.7096436439493201,0.16107901998983548,0.38944102876703257,0.502899153996259,80
7,2,0.7931426339342136,0.8401010815598184,0.5575080973465942,0.02173708139236267,0.6562222138688761,0.172426191283658,0.2730064637027681,0.33423321493901315,80
7,3,0.7822706775813899,0.8346290619464574,0.5509811750114453,0.02168069591297473,0.6672330654144338,0.16795787377466126,0.3057790032122284,0.366959270555526,80
8,0,0.9318617955166643,0.9557166566084878,0.7057187906051685,0.021887573844129215,0.7498721396302167,0.16007402133847587,0.371418147184886,0.43320889230817555,80
8,1,0.8177991829301903,0.8450931256785021,0.6076597826570278,0.022085540335468907,0.7136375895605911,0.1211594443294032,0.3918515404686332,0.46388065479695795,80
8,2,0.7620991117776225,0.8203389736314183,0.5968020054348117,0.02161786489485326,0.7479426560245631,0.14884790221106384,0.24167745367230964,0.3283427781316277,80
8,3,0.6771214020185221,0.6523483084101802,0.5152448385188854,0.021718961116859812,0.7247707689187155,0.0923921151597318,0.20686415107920766,0.24613538729026913,80
9,0,0.8972063418494851,0.9266927674159287,0.6809208833741123,0.02174288581529497,0.7438054886244612,0.16581887890745312,0.3614175566472113,0.43372449073940517,80
