class,bin,x,mean_density,local_density,global_density
memory,83,0.41750000000000004,5.050689268350858e-06,6.641947717387122e-06,3.459430819314595e-06
memory,84,0.4225,2.8244615390423103e-06,3.5023424508729585e-06,2.1465806272116626e-06
memory,85,0.4275,1.5556911540799816e-06,1.8956047658657671e-06,1.215777542294196e-06
memory,86,0.4325,1.7500697013927837e-06,2.112623748529019e-06,1.387515654256548e-06
memory,87,0.4375,1.2643887627861315e-06,1.5371162352532527e-06,9.916612903190105e-07
memory,88,0.4425,1.4559443802379252e-06,1.7682863130347242e-06,1.1436024474411263e-06
memory,89,0.4475,1.3373162858080343e-06,1.674135765889722e-06,1.0004968057263464e-06
memory,90,0.4525,1.5092688320934982e-06,1.8860144495843914e-06,1.1325232146026047e-06
memory,91,0.4575,1.3089607952233328e-06,1.6594678273376504e-06,9.584537631090152e-07
memory,92,0.4625,1.6235543868737288e-06,2.0099625002531664e-06,1.2371462734942914e-06
memory,93,0.4675,1.3793666020760227e-06,1.720794092615766e-06,1.0379391115362796e-06
memory,94,0.47250000000000003,1.939037759079277e-06,2.3794997159032617e-06,1.4985758022552924e-06
memory,95,0.47750000000000004,1.5311367263940576e-06,1.8929838410437178e-06,1.1692896117443974e-06
memory,96,0.4825,1.8052425331448275e-06,2.1783011436877746e-06,1.4321839226018804e-06
memory,97,0.4875,1.495836855269772e-06,1.8422074477603638e-06,1.1494662627791803e-06
memory,98,0.4925,2.1102500388730565e-06,2.537717290241059e-06,1.6827827875050541e-06
memory,99,0.4975,2.0343219765132366e-06,2.4403146596796432e-06,1.62832929334683e-06
memory,100,0.5025,4.999783411874092e-06,5.960019037559788e-06,4.039547786188397e-06
memory,101,0.5075,4.184225860130892e-06,5.092429981770438e-06,3.2760217384913464e-06
memory,102,0.5125,7.272903575453003e-06,9.275670717446017e-06,5.270136433459988e-06
memory,103,0.5175,4.8556504827440055e-06,6.377968988202498e-06,3.333331977285513e-06
memory,104,0.5225,2.154668035611199e-06,2.7480428519987534e-06,1.5612932192236447e-06
memory,105,0.5275,1.2766949371052465e-06,1.623978199085605e-06,9.29411675124888e-07
memory,106,0.5325,1.570883529322376e-06,1.9541610124013626e-06,1.1876060462433892e-06
memory,107,0.5375,1.2302432473724331e-06,1.5261105040927794e-06,9.343759906520867e-07
memory,108,0.5425,1.4282027798905696e-06,1.7856992874621702e-06,1.070706272318969e-06
memory,109,0.5475,1.1360916123588187e-06,1.4082176365148712e-06,8.639655882027661e-07
memory,110,0.5525,1.500085210357407e-06,1.8738623905082106e-06,1.1263080302066037e-06
memory,111,0.5575,1.5107362047642001e-06,1.8943748211886368e-06,1.1270975883397632e-06
memory,112,0.5625,1.6339400254047212e-06,2.042261457943398e-06,1.2256185928660447e-06
memory,113,0.5675,2.2942770678708982e-06,2.8709886962573153e-06,1.7175654394844816e-06
