region,bin,x,local_density,global_density
previous,122,-0.38750000000000007,3.904198602143953e-06,3.0750091821060983e-06
previous,123,-0.38250000000000006,3.4256978818454942e-06,2.857999873660159e-06
previous,124,-0.37750000000000006,3.058793220598276e-06,2.57062448780493e-06
previous,125,-0.37250000000000005,3.616539700311589e-06,3.147495942319354e-06
previous,126,-0.36750000000000005,2.675121415777261e-06,2.166714953015882e-06
previous,127,-0.36250000000000004,3.6408655490754893e-06,3.0226053492502355e-06
previous,128,-0.35750000000000004,4.2366470332680995e-06,3.461521411965146e-06
previous,129,-0.35250000000000004,3.831600844134709e-06,3.190286041039914e-06
previous,130,-0.34750000000000003,2.993960701236138e-06,2.5203327936941495e-06
previous,131,-0.3425,3.8001468277454885e-06,3.5091568487847065e-06
previous,132,-0.3375,3.5800829555320925e-06,3.0447084991818913e-06
previous,133,-0.3325,4.004176565757109e-06,3.3678581288674364e-06
previous,134,-0.3275,2.8886107717848323e-06,2.4055053138883468e-06
previous,135,-0.3225,3.2071727350240992e-06,2.6199264560634164e-06
previous,136,-0.3175,4.559335843507551e-06,3.7519996397765347e-06
previous,137,-0.3125,3.50910415522544e-06,2.933559763542522e-06
previous,138,-0.3075,3.796481896167316e-06,3.126384136754839e-06
previous,139,-0.3025,3.001204257376527e-06,2.4525415787305677e-06
previous,140,-0.2975,2.869400897422417e-06,2.4323724061309338e-06
previous,141,-0.2925000000000001,2.77734545877639e-06,2.4202352342828762e-06
previous,142,-0.2875000000000001,3.873592342413257e-06,3.266205259054153e-06
previous,143,-0.2825000000000001,3.6045888594504522e-06,2.9939326666274896e-06
previous,144,-0.2775000000000001,3.877381159872575e-06,3.0738628662656622e-06
previous,145,-0.2725000000000001,3.3638947003885975e-06,2.8053253348976256e-06
previous,146,-0.26750000000000007,4.1661039009348e-06,3.2727623446316083e-06
previous,147,-0.26250000000000007,4.553511385494152e-06,3.907126348098923e-06
previous,148,-0.25750000000000006,2.9266849438448734e-06,2.4945753165996265e-06
previous,149,-0.25250000000000006,3.1854044536606925e-06,2.7126723132798306e-06
previous,150,-0.24750000000000005,2.707480880399878e-06,2.3698299682537855e-06
previous,151,-0.24250000000000005,6.3219687930012125e-06,5.300421828648575e-06
previous,152,-0.23750000000000004,4.6604120505398156e-06,4.140212079930131e-06
previous,153,-0.23250000000000004,3.913308537553163e-06,3.4890849036628424e-06
previous,154,-0.22750000000000004,5.239138333508334e-06,4.599203480680973e-06
previous,155,-0.22250000000000003,3.6005859200827217e-06,3.150086683510093e-06
previous,156,-0.21750000000000003,4.166936011007256e-06,3.5028187972136027e-06
previous,157,-0.21250000000000002,3.0331506601604426e-06,2.5125654605410685e-06
previous,158,-0.20750000000000002,4.090519811996979e-06,3.6453280542889157e-06
previous,159,-0.2025,3.630018630465016e-06,3.0871372186947137e-06
previous,160,-0.1975,4.386248356669911e-06,3.861281687206002e-06
previous,161,-0.1925,3.4623041717994202e-06,2.9400790675325953e-06
previous,162,-0.1875,4.067954477289611e-06,3.344546511849743e-06
previous,163,-0.1825,4.241892012213593e-06,3.6175687558643774e-06
previous,164,-0.1775,5.454459449547543e-06,4.894221520320413e-06
previous,165,-0.1725,3.6508062461210527e-06,3.0825525220270532e-06
previous,166,-0.16749999999999998,4.263048705807909e-06,3.575167161175484e-06
previous,167,-0.1625000000000001,3.5633857319736513e-06,2.89441504016142e-06
previous,168,-0.15750000000000008,4.912571908123807e-06,4.351687117176026e-06
previous,169,-0.15250000000000008,4.556783608512776e-06,3.707554932814172e-06
previous,170,-0.14750000000000008,3.6751952812753134e-06,3.092671955952789e-06
previous,171,-0.14250000000000007,5.4631846443364375e-06,4.7148768917755125e-06
previous,172,-0.13750000000000007,4.859727421749735e-06,4.338771112184866e-06
previous,173,-0.13250000000000006,5.679925599062179e-06,4.963896071510195e-06
previous,174,-0.12750000000000006,4.707694255684174e-06,4.1410571333360665e-06
previous,175,-0.12250000000000005,4.2917916474038975e-06,3.9429823833736046e-06
previous,176,-0.11750000000000005,5.404397925605401e-06,4.901977769731859e-06
previous,177,-0.11250000000000004,4.614569585078939e-06,4.145083058906308e-06
previous,178,-0.10750000000000004,6.602705204968794e-06,5.851362734824065e-06
previous,179,-0.10250000000000004,4.04379126233236e-06,3.4149293637229367e-06
previous,180,-0.09750000000000003,7.752749721076929e-06,7.068202739292571e-06
previous,181,-0.09250000000000003,6.7906928196681315e-06,6.009374749978912e-06
previous,182,-0.08750000000000002,7.354437982763668e-06,6.592004198049213e-06
previous,183,-0.08250000000000002,5.5780842512628425e-06,5.062482808832718e-06
previous,184,-0.07750000000000001,5.562943048069113e-06,4.79622599341638e-06
previous,185,-0.07250000000000001,4.802710388151827e-06,4.1548752660059086e-06
previous,186,-0.0675,4.6156685310653045e-06,4.073795919232012e-06
previous,187,-0.0625,4.57697016968825e-06,3.8143648393661443e-06
previous,188,-0.057499999999999996,3.908787644723e-06,3.343474930241715e-06
previous,189,-0.05249999999999999,8.579042555213943e-06,6.702717628309538e-06
previous,190,-0.04749999999999999,4.767947767940852e-06,3.924590825419022e-06
previous,191,-0.04249999999999998,6.3298800088831535e-06,5.275386400151834e-06
previous,192,-0.03750000000000009,6.300038296906362e-06,5.2337224032734345e-06
previous,193,-0.032500000000000084,5.438315942227495e-06,4.862118636594914e-06
previous,194,-0.02750000000000008,5.5913434841400255e-06,4.693022241187408e-06
previous,195,-0.022500000000000075,4.434627291632342e-06,3.732138785880802e-06
previous,196,-0.01750000000000007,7.379108948804728e-06,6.216212758069597e-06
previous,197,-0.012500000000000067,6.569187195050197e-06,5.670255549194753e-06
previous,198,-0.007500000000000062,0.001776020837682228,0.0011250142043555031
previous,199,-0.0025,0.00316300524110022,0.002708215204026545
current,0,0.0025,4.006342011535355e-05,3.291866331131373e-05
current,1,0.0075,1.3233985996242952e-05,9.25595774291725e-06
current,2,0.0125,1.0284743197820605e-05,8.36665382120354e-06
current,3,0.017499999999999998,7.1752599245771806e-06,5.4740274194677e-06
current,4,0.0225,3.6369470108740867e-06,2.553299355890793e-06
current,5,0.0275,6.8840463363673675e-06,5.914418205075166e-06
current,6,0.0325,3.1065692427933773e-06,2.2430785424269428e-06
current,7,0.037500000000000006,5.9404757433519396e-06,4.7379529795372425e-06
current,8,0.0425,4.2961754552240504e-06,3.455465836151113e-06
current,9,0.0475,4.410217959317305e-06,3.242631533116857e-06
current,10,0.052500000000000005,4.8120610787863165e-06,3.7193403644017295e-06
current,11,0.0575,3.4068505311721516e-06,2.4059129787924484e-06
current,12,0.0625,7.011775908592556e-06,5.545965360532099e-06
current,13,0.0675,4.179983226995133e-06,3.3082426266365213e-06
current,14,0.07250000000000001,4.679636052231923e-06,3.699197120231567e-06
current,15,0.0775,4.683078952545972e-06,3.5791514250149703e-06
current,16,0.0825,3.275893401224744e-06,2.5053467828219977e-06
current,17,0.08750000000000001,5.651546446211351e-06,4.4849628817682595e-06
current,18,0.0925,3.4127531951442653e-06,2.6750885524506884e-06
current,19,0.0975,4.5289409015066095e-06,3.4861503650643275e-06
current,20,0.10250000000000001,5.683706421320624e-06,4.459915203659764e-06
current,21,0.1075,3.605890836208151e-06,2.7930236004819137e-06
current,22,0.1125,6.775883735822297e-06,5.4876620391051075e-06
current,23,0.11750000000000001,6.442073663956948e-06,5.242866694221466e-06
current,24,0.1225,7.82002690926925e-06,6.357858775252643e-06
current,25,0.1275,2.0610657708059487e-05,1.6144034016086114e-05
current,26,0.1325,9.518565352153724e-06,6.136626462203098e-06
current,27,0.1375,5.422588647350642e-06,4.333162779955403e-06
current,28,0.14250000000000002,4.094215704677314e-06,2.9989034263225016e-06
current,29,0.1475,2.249898701957043e-06,1.6479913263512517e-06
current,30,0.1525,5.757220412876951e-06,4.8661731557099206e-06
current,31,0.1575,1.8730651457791022e-06,1.4036537042524548e-06
current,32,0.1625,3.6343647573338397e-06,2.9737336076578334e-06
current,33,0.1675,2.442338548654422e-06,1.863817237834002e-06
current,34,0.17250000000000001,2.1682362795364237e-06,1.6031071956896476e-06
current,35,0.17750000000000002,4.217585497462541e-06,3.2947961199982146e-06
current,36,0.1825,2.205408477192002e-06,1.5878777232944452e-06
current,37,0.1875,2.6960306121107963e-06,2.053271509968296e-06
current,38,0.1925,2.887131680504539e-06,2.007939062947599e-06
current,39,0.1975,3.3989886391368042e-06,2.4214316534642894e-06
current,40,0.2025,3.687537767927078e-06,2.7815398406884778e-06
current,41,0.20750000000000002,2.4930333483775848e-06,1.8054082471740096e-06
current,42,0.2125,4.7015527185549775e-06,3.661705545361971e-06
current,43,0.2175,2.6719889230177468e-06,2.084573614495741e-06
current,44,0.2225,3.792677824080505e-06,2.953999822874702e-06
current,45,0.2275,3.7579759957308705e-06,2.916019916634301e-06
current,46,0.2325,2.299936131104998e-06,1.7850256091204459e-06
current,47,0.23750000000000002,4.6365565659860815e-06,3.8465201389592076e-06
current,48,0.2425,3.0897587266759285e-06,2.3483634509825515e-06
current,49,0.2475,6.059276422686763e-06,4.960406241661058e-06
current,50,0.2525,2.0947733251627403e-05,1.699697926299877e-05
current,51,0.2575,8.01658701819327e-06,5.860235661453326e-06
current,52,0.2625,7.182593099152692e-06,6.413555469783446e-06
current,53,0.2675,3.669163338112672e-06,3.0743683501381086e-06
current,54,0.2725,3.237964621144338e-06,2.6757369592392673e-06
current,55,0.2775,6.046942208202529e-06,5.291827062824361e-06
current,56,0.28250000000000003,3.0517102378356104e-06,2.5879357726912344e-06
current,57,0.28750000000000003,5.191453584297867e-06,4.5831179533581454e-06
current,58,0.2925,2.6505669343721966e-06,2.1717100031943507e-06
current,59,0.2975,2.6939363690370537e-06,2.1843682664935768e-06
current,60,0.3025,3.2802752975399295e-06,2.6978134315538913e-06
current,61,0.3075,2.636148505327388e-06,2.0851714289014295e-06
current,62,0.3125,4.118728573944606e-06,3.424363573508205e-06
current,63,0.3175,2.760634412116555e-06,2.2040769551972983e-06
current,64,0.3225,2.7554570801747068e-06,2.2100735330528848e-06
current,65,0.3275,3.4941085089587656e-06,2.9080021747353275e-06
current,66,0.3325,2.866835461123647e-06,2.307147889732918e-06
current,67,0.3375,3.99705595468128e-06,3.2768398744555992e-06
current,68,0.3425,3.732840946387411e-06,3.0624391729999418e-06
current,69,0.34750000000000003,3.2482716963558027e-06,2.6760371771759456e-06
current,70,0.35250000000000004,5.165559390805504e-06,4.382276486870867e-06
current,71,0.3575,3.0449748293778836e-06,2.428928361263045e-06
current,72,0.3625,4.718096191686063e-06,3.9775509890205285e-06
current,73,0.3675,3.517763694415463e-06,2.841142697071305e-06
