name,layer,kv_head,score,internal_share,boundary_share,current_share,boundary_ratio_in_memory
L0-KV3,0,3,0.0108025901898328,0.07678432003864614,0.46700064810768543,0.4562150318536293,0.8587965380866922
L0-KV2,0,2,0.0170590484881665,0.1729843979010903,0.32095646639196396,0.506059135706918,0.6497872308081054
L0-KV1,0,1,0.0267120269362417,0.06158256058684467,0.5455571167431126,0.3928603226700023,0.8985693689832541
L0-KV0,0,0,0.0435398758663611,0.1456294648357225,0.5726785622669226,0.28169197289731873,0.7972604240228808
