name,layer,kv_head,score,internal_share,boundary_share,current_share,boundary_ratio_in_memory
L24-KV1,24,1,0.2970684837645945,0.7057336829568366,0.25023263168223986,0.044033685360876464,0.26175883799493754
L26-KV1,26,1,0.2562592109153915,0.48648720414106145,0.34862515403972516,0.16488764181916968,0.4174589809677273
L8-KV0,8,0,0.2496268870146857,0.31056243160415536,0.3388860319051378,0.35055153649065635,0.5218058875279211
L14-KV2,14,2,0.2450500928469637,0.36941192380765026,0.3902930493018472,0.24029502689047066,0.5137429174701181
