name,layer,kv_head,score,internal_share,memory_start_boundary_share,previous_boundary_share,current_start_boundary_share,transition_boundary_share,current_core_share,current_share,clean_internal_share,boundary_ratio_in_memory
L24-KV1,24,1,0.0011750710173146,0.5592658474286493,0.008154514249389894,0.38123775407186683,0.0025595896005115018,0.39195185792176823,0.048782294649434566,0.05134188424994607,0.9197723152596918,0.4053549114150815
L22-KV0,22,0,0.0008734632770028,0.23576076175625527,0.0050847390779186,0.7164366585974263,0.003104879204761182,0.7246262768801062,0.03961296136354754,0.04271783649810464,0.8561483611622898,0.7524034861712254
L27-KV2,27,2,0.000767085373809,0.3088222296939402,0.01191237919758061,0.43702597020222617,0.007113620021431177,0.456051969421238,0.2351258008847144,0.24223942410852287,0.5677421597893324,0.5859449285565133
L20-KV1,20,1,0.0006929480643975,0.26691060580080095,0.00325665392836538,0.6241295412645017,0.004962027975576707,0.6323482231684439,0.10074117103063328,0.1057032008228012,0.72598753119338,0.7004505277568318
