layer,kv_head,readout_shape_score,readout_shape_score_median,peak_readout_shape_score,spiky_readout_score,internal_readout_share,memory_readout_share,current_readout_share,internal_topk_concentration,internal_top1_concentration,internal_top4_concentration,internal_top8_concentration,internal_peakiness,internal_peak_to_median,internal_log_peak_to_median,boundary_ratio,boundary_suppression,num_observations
17,2,0.07122987993607938,0.013972198147402,0.04021575808488597,0.27171594633755064,0.17025537146654618,0.8456927083647868,0.15430722255697574,0.6526606023612218,0.16820311181471892,0.4167984539471136,0.5193170060412802,0.4670732840895653,135039.98642289668,10.610731182439181,0.7859980097118248,0.21400199028817526,4
17,3,0.005168018651921665,0.0026460741786753336,0.0013357478705071657,0.0035367586698199626,0.059597160060021935,0.47651719858471603,0.5234827742088238,0.30918785236832813,0.04663943812422518,0.10578340723808,0.156335865805493,0.2578258365392685,10076.792674233317,7.9955540564859495,0.7483274443599426,0.25167255564005747,4
18,0,0.022974467404527632,0.001866233008241732,0.011489921758743268,0.07954979114497332,0.08398753275100217,0.4602855204141391,0.5397144746519833,0.5382563951163949,0.1363974632116741,0.24854568951488926,0.33904818653454305,0.38289958238601685,62269.78659057135,9.629039394270235,0.7838544933098098,0.21614550669019014,4
18,1,0.018748760682992766,0.0029596127260536815,0.009891085143622504,0.06890033891146027,0.07385341758243727,0.4481898087986733,0.5518102118671224,0.5632778143117531,0.09912115218986503,0.2444051156832121,0.34178258764042313,0.39898066967725754,134005.4125940162,10.319856047032133,0.8034015248541369,0.19659847514586318,4
18,2,0.038605040264115015,0.002756971921647504,0.012433403527822268,0.05388394543678242,0.15657937628700294,0.5914990604189462,0.40850100599459166,0.3523440939532147,0.05526537884611232,0.148458887641789,0.20493243334259845,0.2706558555364609,6131.5530786234785,7.9084234596754,0.7474205535450232,0.25257944645497676,4
18,3,0.028456417717693677,0.009725225997096144,0.015212875553951531,0.09011682256121095,0.10767963887814055,0.44263886256990337,0.5573611197352744,0.5222799998690028,0.09270758787096758,0.2487944047164366,0.3501596339104603,0.369204506278038,44470.374452698314,9.102543203114935,0.7275234738069833,0.27247652619301665,4
19,0,0.14932842546650482,0.09196768635253694,0.07544734277796758,0.4012780547421834,0.3387303950917906,0.8355479768444177,0.16445204778371678,0.5999152308540129,0.11034768653404126,0.2609484102424562,0.37091565786447744,0.4157649353146553,32267.34874051055,10.02524796596767,0.5953592550131876,0.40464074498681235,4
19,1,0.010366965251290456,0.007135203502639624,0.0017010457292338506,0.0040789106232557255,0.12234318811120025,0.5912328956108507,0.40876709271877976,0.27657541085973064,0.04460746136849907,0.1165216660725815,0.16405133163819902,0.1933717131614685,1329.8796809525315,6.634863548904778,0.6762427543685663,0.32375724563143365,4
19,2,0.05708533302332178,0.04460623422746242,0.026976091836083724,0.1602511372105841,0.19172966898630614,0.818152974005512,0.18184702844881712,0.5448241776745782,0.10228693680573307,0.2499027753306797,0.34443752786621673,0.3941780924797058,101076.82838374468,10.44155623016978,0.7486165128646773,0.2513834871353226,4
19,3,0.07170445828861816,0.05803453544644946,0.02976136625113873,0.10131274313212418,0.267544625440098,0.742123720325596,0.25787625631884714,0.5248071170136471,0.06524564311608727,0.17451013923108463,0.268658328720238,0.3806808441877365,35887.24477379464,10.211249640600805,0.6468770737385101,0.3531229262614899,4
20,0,0.023170013384706138,0.013466872355106801,0.008559525069750768,0.05541092655319124,0.11553721083880718,0.3961522002877997,0.6038477990739964,0.35168542641345596,0.14236336486925544,0.2076558418544317,0.24402267908361505,0.27031110227108,8697.210141789064,8.136149170868435,0.6091079622289214,0.39089203777107856,4
