layer,head,score_sum,score_mean,nonzero,max
8,0,0.08333333333333333,8.333333333333333e-05,1,0.08333333333333333
8,1,0.0,0.0,0,0.0
8,2,1.7453938625300855,0.0017453938625300856,44,0.16666666666666666
8,3,0.0,0.0,0,0.0
8,4,1.5637666677596345,0.0015637666677596346,27,0.3333333333333333
8,5,0.0,0.0,0,0.0
8,6,0.0,0.0,0,0.0
8,7,1.585219240444216,0.001585219240444216,46,0.14285714285714285
8,8,0.05416666666666667,5.416666666666667e-05,2,0.03333333333333333
8,9,0.3112789987789988,0.0003112789987789988,6,0.07142857142857142
8,10,0.19722222222222222,0.00019722222222222222,4,0.1
8,11,0.0,0.0,0,0.0
8,12,5.961873996546865,0.005961873996546865,148,0.20964912280701756
8,13,20.154351970572023,0.020154351970572023,339,0.3666666666666667
8,14,0.0,0.0,0,0.0
8,15,0.0,0.0,0,0.0
8,16,0.0,0.0,0,0.0
8,17,0.0,0.0,0,0.0
8,18,0.0,0.0,0,0.0
8,19,0.0,0.0,0,0.0
8,20,0.0,0.0,0,0.0
8,21,0.4794402965455597,0.0004794402965455597,9,0.1
8,22,643.4565498491863,0.6434565498491863,837,4.308420514670516
8,23,19.85100395417945,0.01985100395417945,213,0.5608585858585858
8,24,94.56290510906712,0.09456290510906712,709,1.1416666666666666
8,25,0.10555555555555556,0.00010555555555555555,2,0.05555555555555555
8,26,63.02808424757141,0.0630280842475714,510,1.440003052503052
8,27,391.7767615617006,0.3917767615617006,798,3.49949054776641
9,0,5.341962631487172,0.005341962631487172,114,0.34259259259259256
9,1,0.1454304954304954,0.0001454304954304954,5,0.047619047619047616
9,2,100.20564383393193,0.10020564383393193,604,1.998677248677249
9,3,0.0,0.0,0,0.0
9,4,0.36782661782661785,0.00036782661782661785,7,0.1
9,5,0.0,0.0,0,0.0
9,6,0.0625,6.25e-05,1,0.0625
9,7,0.8650067761727203,0.0008650067761727203,23,0.13571428571428573
9,8,275.6894407974456,0.2756894407974456,780,2.694601806239737
9,9,1.928792058643917,0.001928792058643917,41,0.16666666666666666
9,10,0.010869565217391304,1.0869565217391303e-05,1,0.010869565217391304
9,11,10.943604886892018,0.010943604886892017,222,0.25176518883415433
9,12,0.044563279857397504,4.45632798573975e-05,2,0.029411764705882353
9,13,0.0,0.0,0,0.0
9,14,0.0,0.0,0,0.0
9,15,0.8240495615495615,0.0008240495615495615,18,0.1
9,16,0.0,0.0,0,0.0
9,17,0.3622408293460925,0.00036224082934609245,6,0.16666666666666666
9,18,0.2880145074224021,0.00028801450742240207,7,0.08333333333333333
9,19,0.0,0.0,0,0.0
9,20,0.0,0.0,0,0.0
9,21,3.95772750974051,0.00395772750974051,81,0.2142857142857143
9,22,1.1258460382627498,0.0011258460382627497,25,0.125
9,23,13.556992578955676,0.013556992578955675,234,0.3333333333333333
9,24,0.5488156434209066,0.0005488156434209066,15,0.0625
9,25,10.639422284863496,0.010639422284863496,223,0.17142857142857143
9,26,0.532527813829996,0.000532527813829996,15,0.07142857142857142
9,27,0.0,0.0,0,0.0
10,0,0.0,0.0,0,0.0
10,1,0.0,0.0,0,0.0
10,2,159.36152913503753,0.15936152913503754,690,2.4367845117845115
10,3,0.0,0.0,0,0.0
10,4,0.0,0.0,0,0.0
10,5,0.0,0.0,0,0.0
10,6,0.0754408538483144,7.54408538483144e-05,5,0.03333333333333333
10,7,0.0,0.0,0,0.0
