layer,head,eager_current_share_global,eager_current_share_local,manual_current_share_global,manual_current_share_local,manual_s_current_share,eager_s_current_share
7,0,0.35538422940298914,0.34982758536934855,0.7028489977121353,0.6866717636585236,0.6947603806853294,0.3526059073861688
7,1,0.5269188806414604,0.5018000282347203,0.8092170357704163,0.788983166217804,0.7991001009941101,0.5143594544380903
7,2,0.4472800329327583,0.5039177076891065,0.7248636662960053,0.7391833066940308,0.732023486495018,0.4755988703109324
7,3,0.5398621980100871,0.4737295188009739,0.7709267675876618,0.7639159381389617,0.7674213528633118,0.5067958584055305
7,4,0.40922799580730496,0.4190932530211285,0.5574080660939217,0.5974637486040593,0.5774359073489905,0.41416062441421675
7,5,0.42137258062139155,0.3984304540324956,0.5346961721777916,0.5327945433557033,0.5337453577667475,0.4099015173269436
7,6,0.06926974533125758,0.04815937492530793,0.7503124713897705,0.7595247864723206,0.7549186289310456,0.05871456012828276
7,7,0.4315386261790991,0.3359268430620432,0.6200772821903229,0.5853921681642532,0.6027347251772881,0.3837327346205711
7,8,0.2956727228593081,0.37433245657011865,0.6449174463748932,0.6054035931825638,0.6251605197787284,0.3350025897147134
7,9,0.2195631042239256,0.29373786445939915,0.6048204928636551,0.5648572653532028,0.5848388791084289,0.2566504843416624
7,10,0.28284095227718353,0.27049957066774366,0.7527248382568359,0.7700929999351501,0.761408919095993,0.2766702614724636
7,11,0.3457330386387184,0.35045420420356094,0.5115955725312233,0.4720408618450165,0.4918182171881199,0.34809362142113964
7,12,0.4050149251706898,0.438136200979352,0.6208122909069062,0.6144915491342544,0.6176519200205803,0.4215755630750209
7,13,0.32403378530871124,0.35573644493706524,0.5077396005392074,0.5026724174618721,0.5052060090005397,0.3398851151228882
7,14,0.0526900377124548,0.0926237240433693,0.7213856101036071,0.7042243182659149,0.712804964184761,0.07265688087791206
7,15,0.17492980509996414,0.1386174738407135,0.6850156426429749,0.6998386979103088,0.6924271702766418,0.15677363947033882
7,16,0.2639298547059298,0.25643923208117486,0.6445501446723938,0.6142965346574784,0.629423339664936,0.26018454339355235
7,17,0.24077943786978723,0.22173303961753846,0.720898962020874,0.6965438961982727,0.7087214291095734,0.23125623874366286
7,18,0.18443075567483902,0.19984276890754699,0.7601106643676758,0.7408572316169739,0.7504839479923249,0.192136762291193
7,19,0.38457605689764024,0.44600816667079923,0.7582685589790344,0.7767501831054687,0.7675093710422516,0.41529211178421976
7,20,0.2771266058087349,0.29034099765121935,0.6832246482372284,0.6695873707532882,0.6764060094952583,0.2837338017299771
7,21,0.27914822828024627,0.32897632094100115,0.7130354881286621,0.6767051219940186,0.6948703050613403,0.30406227461062374
7,22,0.2109880730509758,0.18440202474594117,0.7256321787834168,0.6708509922027588,0.6982415854930878,0.1976950488984585
7,23,0.2960411734879017,0.27176077365875245,0.7712741255760193,0.7407097578048706,0.7559919416904449,0.2839009735733271
