layer,kv_head,local_current_share,global_current_share,s_current_share,b_log_per_token_ratio,r_per_token_ratio,local_per_token_ratio,global_per_token_ratio,current_token_fraction,num_observations,query_heads_observed,b_quantile_class,s_threshold_class
8,0,0.2061031372490985,0.20923623618127005,0.2076696867151843,-2.7786879049431663,0.12038767099260204,0.11828195484422424,0.1231156672158733,0.7408419067708049,203,7.0,mixed,memory_mass_lt25
8,1,0.11379847062575335,0.11282925502728922,0.11331386282652128,-4.604563716624388,0.07136807605849908,0.07236342942363443,0.0714750324502841,0.7408419067708049,203,7.0,memory_oriented_bottom20,memory_mass_lt25
8,2,0.1814763225063585,0.18465762669025645,0.1830669745983075,-4.02292316202987,0.3036752515948847,0.27902483370446884,0.33462791709814127,0.7408419067708049,203,7.0,memory_oriented_bottom20,memory_mass_lt25
8,3,0.2052149132044437,0.22549255196795162,0.21535373258619767,-2.5550121002140074,0.10928624252419426,0.10127874952869835,0.11887611089084199,0.7408419067708049,203,7.0,mixed,memory_mass_lt25
9,0,0.1600816475797064,0.17010483151103672,0.16509323954537153,-2.9268856950675293,0.07146550372389003,0.06853664396774097,0.07481659534103306,0.7408419067708049,203,7.0,mixed,memory_mass_lt25
9,1,0.11237389062256231,0.11290270925499223,0.11263829993877726,-3.46872630007957,0.046872462354614,0.04680682965823887,0.04733193867837383,0.7408419067708049,203,7.0,memory_oriented_bottom20,memory_mass_lt25
9,2,0.14723393446269548,0.13973102054290482,0.14348247750280013,-3.356650907789388,0.07636541158073552,0.08192246256750599,0.07179528097051324,0.7408419067708049,203,7.0,mixed,memory_mass_lt25
9,3,0.1163103745670686,0.10891753621215312,0.11261395538961086,-3.6072885342935406,0.04861619973962516,0.0506730305085768,0.046937900939101225,0.7408419067708049,203,7.0,memory_oriented_bottom20,memory_mass_lt25
10,0,0.24826679505114682,0.2435848213382148,0.2459258081946808,-2.4419358957080117,0.15419991265416222,0.15474242846453068,0.15417848626603284,0.7408419067708049,203,7.0,mixed,memory_mass_lt25
10,1,0.1491098879091772,0.14879144600765806,0.14895066695841763,-3.927284904553971,0.1340041622064463,0.13386205664171041,0.13540488105902562,0.7408419067708049,203,7.0,memory_oriented_bottom20,memory_mass_lt25
10,2,0.16755678816770972,0.16730901751068683,0.16743290283919826,-3.450039026717726,0.1513360788875082,0.14184931002800202,0.16259304380254253,0.7408419067708049,203,7.0,mixed,memory_mass_lt25
10,3,0.19273650892559585,0.19496867166379409,0.19385259029469498,-4.350220515135495,1.380436954733689,1.2874385883305948,1.4902907268279846,0.7408419067708049,203,7.0,memory_oriented_bottom20,memory_mass_lt25
11,0,0.3641925882138121,0.3643219798552542,0.36425728403453317,-1.5988560203670346,1.6220910545482257,1.561257811305482,1.6889492427667914,0.7408419067708049,203,7.0,current_oriented_top20,mixed
11,1,0.2086502239326069,0.22607662361131903,0.21736342377196297,-2.692832531287118,0.1297622186250235,0.11474605148649307,0.14880302437794246,0.7408419067708049,203,7.0,mixed,memory_mass_lt25
11,2,0.2087729483661951,0.21182715186723425,0.2103000501167147,-3.4917945710653235,0.7859818157000452,0.7099245528038844,0.8753158637864409,0.7408419067708049,203,7.0,memory_oriented_bottom20,memory_mass_lt25
11,3,0.18247185067745916,0.19785054543381242,0.19016119805563578,-2.770062868940135,0.09098564824720969,0.08566272636195685,0.09724917657231291,0.7408419067708049,203,7.0,mixed,memory_mass_lt25
12,0,0.16326334985909793,0.16431369074631433,0.16378852030270613,-3.5390822051514474,0.13307761629939704,0.13110663879820508,0.13570686122646078,0.7408419067708049,203,7.0,memory_oriented_bottom20,memory_mass_lt25
12,1,0.28878795372137994,0.28423309444233535,0.2865105240818576,-2.1987590458531407,0.21492614393786608,0.2178763381335374,0.21256873980739485,0.7408419067708049,203,7.0,mixed,mixed
12,2,0.13209459248146377,0.15209523595622174,0.14209491421884274,-3.145831723745227,0.06146900394456414,0.05611877973798869,0.06771319709279447,0.7408419067708049,203,7.0,mixed,memory_mass_lt25
12,3,0.2505870108365806,0.24298590249069138,0.246786456663636,-2.48509537901816,0.17268086062490393,0.1785435813071744,0.16889727414084346,0.7408419067708049,203,7.0,mixed,memory_mass_lt25
13,0,0.1476568280141119,0.17812907801688313,0.16289295301549755,-3.0762048266253412,0.08751100961477627,0.0752608108934639,0.102411942019015,0.7408419067708049,203,7.0,mixed,memory_mass_lt25
13,1,0.25775372932190366,0.2728547401341073,0.26530423472800546,-2.5142319926623853,0.48176371920773237,0.40198452664810863,0.5820601480438139,0.7408419067708049,203,7.0,mixed,mixed
13,2,0.23503161081930649,0.25788893211166214,0.24646027146548433,-2.6397864333149377,0.21135444083109448,0.18613737506577074,0.2412865866107646,0.7408419067708049,203,7.0,mixed,memory_mass_lt25
13,3,0.2428968982279827,0.26455112926239954,0.2537240137451911,-2.6578041323370774,0.2795064478604083,0.24649786808723295,0.3208614179806687,0.7408419067708049,203,7.0,mixed,mixed
14,0,0.10195380365122954,0.1590038794850472,0.13047884156813838,-3.194677874438283,0.05672062591611888,0.04346487497654064,0.07543621468764874,0.7408419067708049,203,7.0,mixed,memory_mass_lt25
14,1,0.4687182767407002,0.486012603524656,0.47736544013267806,-1.1804278691166992,0.384396404635425,0.3744664149598396,0.3976611689923664,0.7408419067708049,203,7.0,current_oriented_top20,mixed
14,2,0.18902423782693611,0.19934561983135266,0.19418492882914437,-2.7327730148359466,0.10917299877475074,0.10177574839847703,0.11873307587162897,0.7408419067708049,203,7.0,mixed,memory_mass_lt25
14,3,0.26903219717094806,0.2820137811691577,0.2755229891700529,-2.222605804277471,0.1789284586698017,0.1669464562954509,0.19374026735482547,0.7408419067708049,203,7.0,mixed,mixed
15,0,0.4321007012228538,0.4250615620830712,0.4285811316529625,-1.3446012939992915,0.6925822156892628,0.7611713814387783,0.6350867297244135,0.7408419067708049,203,7.0,current_oriented_top20,mixed
15,1,0.3837966188840432,0.39349745686409066,0.38864703787406696,-1.3542315639843812,8.197595147946377,7.389790242883251,9.117214960432555,0.7408419067708049,203,7.0,current_oriented_top20,mixed
15,2,0.40622164195041877,0.41497924857475443,0.4106004452625866,-1.4775222824170873,0.2554796453645139,0.24886660875652591,0.2650795566656544,0.7408419067708049,203,7.0,current_oriented_top20,mixed
15,3,0.28034657896944665,0.2867531346179445,0.28354985679369554,-2.2830946781651007,0.2897589583372288,0.2804890900165365,0.3005715802047053,0.7408419067708049,203,7.0,mixed,mixed
16,0,0.2769693561630795,0.27580293872820555,0.27638614744564255,-2.140939176460398,0.1470219840700604,0.14780720630239472,0.14781113709057442,0.7408419067708049,203,7.0,mixed,mixed
16,1,0.11677319580721976,0.11864581239557985,0.1177095041013998,-3.1787253123365526,0.04694911671606731,0.046452967175316044,0.04779063200049697,0.7408419067708049,203,7.0,mixed,memory_mass_lt25
16,2,0.27142681358968457,0.2797025395618489,0.2755646765757667,-2.143064937812634,0.14486978122487068,0.14225958393845908,0.14856830385310565,0.7408419067708049,203,7.0,mixed,mixed
16,3,0.2752375541218433,0.293000583870494,0.2841190689961687,-2.217031809259797,0.22404052273734248,0.2019474318586204,0.2505024524815319,0.7408419067708049,203,7.0,mixed,mixed
17,0,0.32989490375480535,0.3395945827310047,0.33474474324290504,-1.8849367138459765,0.7196173942361695,0.6792248830419155,0.7658207021878225,0.7408419067708049,203,7.0,current_oriented_top20,mixed
