name,layer,kv_head,score,internal_share,memory_start_boundary_share,previous_boundary_share,current_start_boundary_share,transition_boundary_share,current_core_share,current_share,clean_internal_share,boundary_ratio_in_memory
L16-KV2,16,2,1.3489576492371822,0.1221643086785734,0.11388253252987093,0.687271759676752,0.0032771202783216016,0.8044314124849447,0.07340427883641512,0.07668140011114143,0.6246622232681865,0.849074789900513
L6-KV0,6,0,1.2645561866795147,0.17621474376240812,0.010278185739247134,0.6929179037800212,0.009556037858120514,0.7127521273773888,0.11103312886005154,0.12058916671817205,0.613458829663538,0.7972521866934856
L14-KV0,14,0,1.1166377787853334,0.2773162100580717,0.054022853986899204,0.6205472726488833,0.003312309273533994,0.6778824359093165,0.044801354032550644,0.04811366330608464,0.8609161404809357,0.6911376669178732
L16-KV1,16,1,1.008012108523792,0.1654632585682387,0.179497797670823,0.6296646379694437,0.004450312832882815,0.8136127484731495,0.020923992958563,0.025374305791445815,0.8877391410238291,0.7919035927568719
