name,layer,kv_head,score,internal_share,memory_start_boundary_share,previous_boundary_share,current_start_boundary_share,transition_boundary_share,current_core_share,current_share,clean_internal_share,boundary_ratio_in_memory
L22-KV0,22,0,0.0044122114861011,0.48564982270789997,0.002829632573066508,0.48144674679251764,0.0023330203881390277,0.4866093997537232,0.027740777538339745,0.030073796264280576,0.9459655523005885,0.49782696162515055
L19-KV1,19,1,0.0037934525695106,0.5049656659309308,0.00031840694235830627,0.41259507959989355,0.0023537085856495023,0.41526719512790133,0.0797671389411228,0.08212084954168306,0.8635836089979324,0.44966513836768385
L27-KV1,27,1,0.003793348184509,0.4830512610943016,0.0015878907448838016,0.4793936748067732,0.0015799119605305232,0.48256147751218753,0.034387261393457325,0.035967173353987844,0.933543290847038,0.4980998464685373
L19-KV2,19,2,0.0036253678577509,0.45224746391420123,0.0024791896412371247,0.4363722358321184,0.004023371139743342,0.4428747966130989,0.10487773947265644,0.10890110931674388,0.8117519386394255,0.4910674790989568
