class,bin,x,mean_density,local_density,global_density
current,108,0.5425,5.2723958275863254e-06,5.5810733814068245e-06,4.963718273765826e-06
current,109,0.5475,3.1898101951441415e-06,3.3726565691223457e-06,3.0069638211659377e-06
current,110,0.5525,4.3309674094206895e-06,4.465272030086441e-06,4.196662788754938e-06
current,111,0.5575,4.5267469607447074e-06,4.763861393375801e-06,4.289632528113614e-06
current,112,0.5625,4.391448594433299e-06,4.679911375229471e-06,4.102985813637127e-06
current,113,0.5675,4.482726168192413e-06,4.73471863311308e-06,4.230733703271748e-06
current,114,0.5725,6.021964092544247e-06,6.437125559192022e-06,5.6068026258964725e-06
current,115,0.5775,6.699878612954018e-06,7.0579418341857456e-06,6.341815391722291e-06
current,116,0.5824999999999999,4.697332551903879e-06,5.074692727726846e-06,4.319972376080912e-06
current,117,0.5874999999999999,4.5219410776073714e-06,4.753737752114286e-06,4.290144403100456e-06
current,118,0.5924999999999999,5.593947938238712e-06,5.962714481243337e-06,5.225181395234087e-06
current,119,0.5974999999999999,6.137117786501186e-06,6.678003758933501e-06,5.596231814068871e-06
current,120,0.6024999999999999,8.133568655736852e-06,8.594599338065765e-06,7.672537973407938e-06
current,121,0.6074999999999999,1.7851831159618228e-05,1.8720458287246745e-05,1.698320403198971e-05
current,122,0.6124999999999999,2.147765325523985e-05,2.267740610448102e-05,2.027790040599868e-05
current,123,0.6174999999999999,1.3517265100945932e-05,1.4157823379896221e-05,1.2876706821995642e-05
current,124,0.6224999999999999,1.1914966459149676e-05,1.2485113088971118e-05,1.1344819829328235e-05
current,125,0.6275,7.831053541064069e-06,8.268878001548398e-06,7.393229080579741e-06
current,126,0.6325,1.0354863155024665e-05,1.0599330456907174e-05,1.0110395853142156e-05
current,127,0.6375,1.1508694163759564e-05,1.1928576749856542e-05,1.1088811577662585e-05
current,128,0.6425,7.249954297119618e-06,7.651060329109967e-06,6.8488482651292695e-06
current,129,0.6475,7.231037400856621e-06,7.631096172213778e-06,6.830978629499465e-06
current,130,0.6525,6.78929480803712e-06,7.063288261878806e-06,6.515301354195433e-06
current,131,0.6575,6.267119168789471e-06,6.6165782382174625e-06,5.917660099361479e-06
current,132,0.6625,5.986492976237426e-06,6.295405024848033e-06,5.677580927626818e-06
current,133,0.6675,6.717160981967535e-06,7.096482379763204e-06,6.337839584171865e-06
current,134,0.6725,6.8183075937924945e-06,7.0602518724762696e-06,6.576363315108719e-06
current,135,0.6775,7.217854259836228e-06,7.646585879831343e-06,6.789122639841114e-06
current,136,0.6825,4.583963788361092e-06,4.898398634844404e-06,4.269528941877779e-06
current,137,0.6875,7.299246421764241e-06,7.656144529991336e-06,6.942348313537145e-06
current,138,0.6925,5.3838979171102915e-06,5.6886167994564725e-06,5.079179034764111e-06
current,139,0.6975,9.29163191667701e-06,9.743621985068797e-06,8.839641848285222e-06
current,140,0.7025,1.3368527724821888e-05,1.3923684166412658e-05,1.2813371283231118e-05
current,141,0.7074999999999999,3.565438193903275e-05,3.743808757424442e-05,3.3870676303821084e-05
current,142,0.7124999999999999,1.2801095378309381e-05,1.3657730499750408e-05,1.1944460256868357e-05
current,143,0.7174999999999999,1.41178184433899e-05,1.4936967608258335e-05,1.3298669278521464e-05
current,144,0.7224999999999999,6.814454192823331e-06,7.213188567518884e-06,6.415719818127777e-06
current,145,0.7274999999999999,8.45426558215989e-06,8.748142425043601e-06,8.16038873927618e-06
current,146,0.7324999999999999,5.794530549538449e-06,6.072403705688472e-06,5.5166573933884256e-06
current,147,0.7374999999999999,7.862660198695751e-06,8.460885774715657e-06,7.264434622675844e-06
current,148,0.7424999999999999,5.192856950283645e-06,5.5519464156786145e-06,4.833767484888676e-06
current,149,0.7474999999999999,1.0322588587590481e-05,1.0550873259103059e-05,1.0094303916077904e-05
current,150,0.7525,8.06076497980626e-06,8.39258254802201e-06,7.728947411590512e-06
current,151,0.7575,1.1548775242210007e-05,1.1922860911179716e-05,1.1174689573240297e-05
current,152,0.7625,7.462561324491145e-06,7.780629171183928e-06,7.144493477798361e-06
current,153,0.7675,1.056826253148585e-05,1.0875608194356727e-05,1.0260916868614973e-05
current,154,0.7725,7.484329501131888e-06,7.967976632226527e-06,7.00068237003725e-06
current,155,0.7775,7.96471256426112e-06,8.455002591597497e-06,7.47442253692474e-06
current,156,0.7825,8.42528628437593e-06,8.806766534500828e-06,8.043806034251035e-06
current,157,0.7875,1.0959187542843588e-05,1.1257691466783268e-05,1.0660683618903908e-05
current,158,0.7925,6.7496281155263795e-06,7.098852816031833e-06,6.400403415020926e-06
current,159,0.7975,1.210653286642361e-05,1.2462679992436338e-05,1.175038574041088e-05
current,160,0.8025,2.881499705338612e-05,2.9948899098498813e-05,2.7681095008273433e-05
current,161,0.8075,3.529569939832509e-05,3.773533521765572e-05,3.285606357899446e-05
current,162,0.8125,1.60126152882067e-05,1.7097277456635418e-05,1.4927953119777984e-05
current,163,0.8175,1.590113056194796e-05,1.6657404729924908e-05,1.5144856393971013e-05
current,164,0.8225,1.27034478842015e-05,1.306101465356083e-05,1.234588111484217e-05
current,165,0.8275,1.0207284544820778e-05,1.070196031395863e-05,9.712608775682926e-06
current,166,0.8325,1.1705813500162999e-05,1.2369214972862553e-05,1.1042412027463443e-05
current,167,0.8374999999999999,5.967243075170322e-06,6.5583787826884185e-06,5.376107367652225e-06
current,168,0.8424999999999999,8.931394133569838e-06,9.651375783995682e-06,8.211412483143993e-06
current,169,0.8474999999999999,7.768625518462772e-06,8.208730454876408e-06,7.328520582049138e-06
current,170,0.8524999999999999,1.191816383538935e-05,1.237172967182244e-05,1.146459799895626e-05
current,171,0.8574999999999999,7.571324106036969e-06,8.064994411249138e-06,7.077653800824801e-06
current,172,0.8624999999999999,1.0292656098018395e-05,1.1050665644635554e-05,9.534646551401238e-06
current,173,0.8674999999999999,8.870918480040147e-06,9.47972588775954e-06,8.262111072320756e-06
current,174,0.8724999999999999,1.2793596923003932e-05,1.3608174224107454e-05,1.197901962190041e-05
current,175,0.8775,1.3654255396901348e-05,1.436218915298557e-05,1.2946321640817126e-05
current,176,0.8825,1.952058393310115e-05,2.0428803036811115e-05,1.8612364829391185e-05
current,177,0.8875,7.271688356358818e-06,7.803913897296533e-06,6.739462815421102e-06
current,178,0.8925,1.5884478801365718e-05,1.671820701385986e-05,1.5050750588871577e-05
current,179,0.8975,1.0999683362874216e-05,1.1766311702812547e-05,1.0233055022935888e-05
current,180,0.9025,6.171855750934597e-05,6.56298589682911e-05,5.780725605040085e-05
current,181,0.9075,1.8920895520487682e-05,2.0911026012243666e-05,1.6930765028731698e-05
current,182,0.9125,3.260730210212233e-05,3.465265220924053e-05,3.056195199500413e-05
current,183,0.9175,1.1501973171396623e-05,1.2496069955461705e-05,1.050787638733154e-05
current,184,0.9225,2.1830444304462368e-05,2.3130656196761784e-05,2.0530232412162952e-05
current,185,0.9275,8.637363265875905e-06,9.46688604869167e-06,7.80784048306014e-06
current,186,0.9325,1.8084593461610764e-05,1.8977732985184923e-05,1.7191453938036606e-05
current,187,0.9375,7.802636202671107e-06,8.548802568030068e-06,7.056469837312147e-06
current,188,0.9425,2.0184073312302408e-05,2.128420948480056e-05,1.9083937139804255e-05
current,189,0.9475,7.0592388897165476e-06,7.67635287661801e-06,6.442124902815085e-06
current,190,0.9525,1.357533629926637e-05,1.4566537430113527e-05,1.2584135168419214e-05
current,191,0.9575,7.981385671023594e-06,8.806311303611768e-06,7.156460038435422e-06
current,192,0.9624999999999999,1.3925711984141687e-05,1.5115137468999276e-05,1.2736286499284098e-05
current,193,0.9674999999999999,1.3886601273235136e-05,1.4823887338538893e-05,1.294931520793138e-05
current,194,0.9724999999999999,1.568767064133988e-05,1.7139539635707762e-05,1.4235801646971996e-05
current,195,0.9774999999999999,1.288408961921481e-05,1.3929855255910651e-05,1.183832398251897e-05
current,196,0.9824999999999999,2.0585541397560352e-05,2.2397856692013982e-05,1.877322610310672e-05
current,197,0.9874999999999999,1.4349122290161485e-05,1.5855121228162115e-05,1.2843123352160853e-05
current,198,0.9924999999999999,2.679011721371152e-05,2.8768509337198763e-05,2.481172509022428e-05
current,199,0.9975,3.1662747603206015e-05,3.418240910983135e-05,2.9143086096580676e-05
mixed,0,0.0025,0.00043184036439363697,0.0004718376474422158,0.0003918430813450582
mixed,1,0.0075,0.0002199282012516908,0.00023745599586533217,0.00020240040663804945
mixed,2,0.0125,6.857398575511607e-05,7.373193549129446e-05,6.341603601893767e-05
mixed,3,0.017499999999999998,6.231165333778187e-05,6.599854447405956e-05,5.8624762201504175e-05
mixed,4,0.0225,4.552230120984697e-05,4.768862099894739e-05,4.335598142074655e-05
mixed,5,0.0275,2.5849283730991843e-05,2.7861185725298527e-05,2.3837381736685155e-05
mixed,6,0.0325,1.900556341629592e-05,2.0608302302666017e-05,1.7402824529925822e-05
mixed,7,0.037500000000000006,2.5379128713657356e-05,2.7600141880741222e-05,2.315811554657349e-05
mixed,8,0.0425,1.3020006243447776e-05,1.3719548065444374e-05,1.232046442145118e-05
mixed,9,0.0475,2.6467916104570027e-05,2.924839366619667e-05,2.3687438542943383e-05
mixed,10,0.052500000000000005,3.9279163562103546e-05,4.293688891201631e-05,3.5621438212190774e-05
mixed,11,0.0575,3.217379266875132e-05,3.428425678470435e-05,3.0063328552798286e-05
mixed,12,0.0625,1.816433224410456e-05,1.8641816688065828e-05,1.7686847800143297e-05
mixed,13,0.0675,3.0125660693337937e-05,3.168536742931598e-05,2.856595395735989e-05
mixed,14,0.07250000000000001,2.423154262972654e-05,2.5106809943830256e-05,2.3356275315622827e-05
mixed,15,0.0775,1.9087132958781506e-05,2.00981104834316e-05,1.8076155434131408e-05
mixed,16,0.0825,4.3621385804557526e-05,4.6299388917821266e-05,4.0943382691293786e-05
mixed,17,0.08750000000000001,1.4869002224966697e-05,1.5680528398211917e-05,1.4057476051721478e-05
mixed,18,0.0925,2.0546496091932145e-05,2.1972790935956208e-05,1.912020124790808e-05
mixed,19,0.0975,2.7688909957820615e-05,2.970374129104999e-05,2.5674078624591238e-05
mixed,20,0.10250000000000001,1.4442999065988333e-05,1.541958066172476e-05,1.3466417470251905e-05
mixed,21,0.1075,1.3423145207586186e-05,1.4301335121965603e-05,1.2544955293206771e-05
mixed,22,0.1125,9.960996990350955e-06,1.0603781547524895e-05,9.318212433177014e-06
mixed,23,0.11750000000000001,4.038030335733691e-05,4.338474834682773e-05,3.737585836784608e-05
mixed,24,0.1225,8.730399413166616e-06,9.271457805041546e-06,8.189341021291688e-06
mixed,25,0.1275,6.468900530984886e-06,6.887422483212985e-06,6.050378578756786e-06
mixed,26,0.1325,8.822666839448573e-06,9.136802857755692e-06,8.508530821141453e-06
mixed,27,0.1375,1.1481658382414807e-05,1.219471717940915e-05,1.0768599585420465e-05
mixed,28,0.14250000000000002,7.219343872977664e-06,7.4337449970441805e-06,7.004942748911147e-06
mixed,29,0.1475,1.1749922021288192e-05,1.2501567029841811e-05,1.0998277012734571e-05
mixed,30,0.1525,8.783656354701286e-06,9.488098880122651e-06,8.079213829279919e-06
mixed,31,0.1575,1.8298658856712575e-05,1.9384515996834405e-05,1.721280171659075e-05
mixed,32,0.1625,1.8473077872279294e-05,2.0016565262928353e-05,1.692959048163024e-05
mixed,33,0.1675,1.6213423216844608e-05,1.7212338202217276e-05,1.5214508231471936e-05
mixed,34,0.17250000000000001,9.253562358706671e-06,9.878690871216958e-06,8.628433846196384e-06
mixed,35,0.17750000000000002,1.647829290302114e-05,1.7585416842840524e-05,1.5371168963201756e-05
mixed,36,0.1825,1.26117303596093e-05,1.3686520631375694e-05,1.1536940087842904e-05
mixed,37,0.1875,6.0523081323717135e-06,6.441063930986909e-06,5.663552333756518e-06
mixed,38,0.1925,5.3255547737918e-06,5.6790828501177865e-06,4.972026697465813e-06
mixed,39,0.1975,3.032840866059333e-05,3.7561414216403624e-05,2.3095403104783035e-05
mixed,40,0.2025,0.0001235783399231825,0.00013329280115298762,0.0001138638786933774
mixed,41,0.20750000000000002,6.574706387595097e-06,7.105669861119668e-06,6.043742914070525e-06
mixed,42,0.2125,6.724304003279568e-06,7.054860072623567e-06,6.3937479339355695e-06
mixed,43,0.2175,0.0006525352660523182,0.0007216126566157229,0.0005834578754889135
mixed,44,0.2225,1.1554857066533512e-05,1.3027268644160327e-05,1.0082445488906695e-05
mixed,45,0.2275,9.77660596593718e-06,1.0502143060661825e-05,9.051068871212537e-06
mixed,46,0.2325,5.532287159205813e-06,6.1178351724047846e-06,4.946739146006842e-06
mixed,47,0.23750000000000002,5.026102275915973e-06,5.448673615135994e-06,4.6035309366959515e-06
mixed,48,0.2425,4.377204349868346e-06,4.750065245565863e-06,4.004343454170828e-06
mixed,49,0.2475,5.7818272974655815e-06,6.2298891155673374e-06,5.3337654793638255e-06
mixed,50,0.2525,4.30129970990929e-06,4.74507254224693e-06,3.857526877571651e-06
mixed,51,0.2575,5.741009656150113e-06,6.270759435565885e-06,5.211259876734341e-06
mixed,52,0.2625,4.284176258957067e-06,4.70044360173365e-06,3.867908916180484e-06
mixed,53,0.2675,0.00015732769908437052,0.00017619181677025895,0.00013846358139848208
mixed,54,0.2725,0.00013830936794392683,0.00014904494669374266,0.00012757378919411096
mixed,55,0.2775,4.6027977301547184e-06,5.000860492365607e-06,4.20473496794383e-06
mixed,56,0.28250000000000003,4.938503441541106e-06,5.405175637583718e-06,4.471831245498493e-06
mixed,57,0.28750000000000003,4.8371339186290535e-06,5.244246124044068e-06,4.430021713214039e-06
mixed,58,0.2925,3.7764176365674053e-06,4.146472482747061e-06,3.4063627903877497e-06
mixed,59,0.2975,5.554770976351906e-06,6.035382069892937e-06,5.074159882810875e-06
mixed,60,0.3025,4.4002249971876565e-06,4.787141742404023e-06,4.013308251971291e-06
mixed,61,0.3075,6.859469842301435e-06,7.334784588205626e-06,6.3841550963972444e-06
mixed,62,0.3125,4.7488629778201865e-06,5.186894864287874e-06,4.3108310913525e-06
mixed,63,0.3175,1.1749320973188013e-05,1.2913134724590045e-05,1.0585507221785978e-05
mixed,64,0.3225,5.302856713979149e-06,6.028495456738321e-06,4.577217971219978e-06
mixed,65,0.3275,4.7996146183051394e-06,5.227033151872276e-06,4.372196084738002e-06
mixed,66,0.3325,2.881810530115343e-06,3.1483102304957905e-06,2.615310829734896e-06
mixed,67,0.3375,3.826102730522459e-06,4.109218528398031e-06,3.5429869326468874e-06
mixed,68,0.3425,2.202923980091486e-06,2.4039225780849175e-06,2.0019253820980545e-06
mixed,69,0.34750000000000003,3.9249619049638655e-06,4.160202770301967e-06,3.6897210396257627e-06
mixed,70,0.35250000000000004,1.8462030092266347e-06,2.0442636050498518e-06,1.6481424134034178e-06
mixed,71,0.3575,3.202107241666529e-06,3.49828313535177e-06,2.9059313479812884e-06
mixed,72,0.3625,2.294699529791026e-06,2.564882437889751e-06,2.024516621692301e-06
mixed,73,0.3675,2.8481699838712557e-06,3.138240220519582e-06,2.55809974722293e-06
mixed,74,0.3725,3.067775544826693e-06,3.4549423681861267e-06,2.6806087214672594e-06
mixed,75,0.3775,2.5417329818010008e-06,2.8035789090013703e-06,2.279887054600631e-06
mixed,76,0.3825,4.00587385156694e-06,4.358522176062252e-06,3.653225527071628e-06
mixed,77,0.3875,3.460828337201766e-06,3.7514385700435105e-06,3.1702181043600214e-06
mixed,78,0.3925,5.054275539302061e-06,5.484853485977548e-06,4.623697592626572e-06
mixed,79,0.3975,3.767957855045972e-06,4.110790804944151e-06,3.4251249051477933e-06
mixed,80,0.4025,6.079565639442951e-06,6.498592770538976e-06,5.660538508346927e-06
mixed,81,0.40750000000000003,4.820024579174981e-06,5.214180474399081e-06,4.42586868395088e-06
mixed,82,0.41250000000000003,1.0192248106907472e-05,1.1006256430705015e-05,9.37823978310993e-06
mixed,83,0.41750000000000004,6.895479151867335e-06,7.707240484933209e-06,6.0837178188014625e-06
mixed,84,0.4225,5.461317533600976e-06,5.883612119351183e-06,5.039022947850769e-06
mixed,85,0.4275,3.458491471591316e-06,3.7342846695287143e-06,3.1826982736539175e-06
mixed,86,0.4325,4.7317486037827205e-06,5.009715683754353e-06,4.453781523811087e-06
mixed,87,0.4375,2.8382539344293783e-06,3.0000882197410043e-06,2.676419649117752e-06
mixed,88,0.4425,3.1013779983224037e-06,3.3419178868191486e-06,2.8608381098256588e-06
mixed,89,0.4475,2.3716809448710633e-06,2.575712240975807e-06,2.167649648766319e-06
mixed,90,0.4525,2.6976588771896535e-06,2.903730476697749e-06,2.4915872776815573e-06
mixed,91,0.4575,2.2738724321198927e-06,2.507890015709456e-06,2.0398548485303297e-06
mixed,92,0.4625,2.8937776129470335e-06,3.1372284460271964e-06,2.650326779866871e-06
mixed,93,0.4675,2.3403356127447133e-06,2.576642462328601e-06,2.1040287631608257e-06
mixed,94,0.47250000000000003,3.251124769122771e-06,3.516030098242619e-06,2.9862194400029236e-06
mixed,95,0.47750000000000004,2.617964328832283e-06,2.832988328185163e-06,2.402940329479403e-06
mixed,96,0.4825,3.6568201695787184e-06,3.920666839700566e-06,3.392973499456871e-06
mixed,97,0.4875,2.6372074503039125e-06,2.856981037972341e-06,2.4174338626354837e-06
mixed,98,0.4925,4.386775580190188e-06,4.7006976750375954e-06,4.07285348534278e-06
mixed,99,0.4975,3.3613464931731334e-06,3.664321619422832e-06,3.058371366923435e-06
mixed,100,0.5025,6.742693373216743e-06,7.136901565431111e-06,6.348485181002375e-06
mixed,101,0.5075,4.3583872600585795e-06,4.733013524320781e-06,3.983760995796377e-06
mixed,102,0.5125,1.1946207360538476e-05,1.3011203014004514e-05,1.088121170707244e-05
mixed,103,0.5175,5.7690621453630914e-06,6.430091950150421e-06,5.108032340575762e-06
mixed,104,0.5225,4.815660496925344e-06,5.19029919586455e-06,4.441021797986138e-06
mixed,105,0.5275,3.2210440545984687e-06,3.4929040250106774e-06,2.9491840841862595e-06
mixed,106,0.5325,4.285450291011525e-06,4.573247181838269e-06,3.99765340018478e-06
mixed,107,0.5375,2.837768275931833e-06,3.0860048318888074e-06,2.5895317199748594e-06
mixed,108,0.5425,3.2308006950762594e-06,3.488048484891309e-06,2.9735529052612097e-06
mixed,109,0.5475,2.2285308259303745e-06,2.38807579718155e-06,2.068985854679199e-06
mixed,110,0.5525,2.79755691281861e-06,2.9985972549589294e-06,2.5965165706782907e-06
mixed,111,0.5575,2.753148511544862e-06,2.99202649715739e-06,2.5142705259323337e-06
mixed,112,0.5625,2.834008366080582e-06,3.0691087837502503e-06,2.598907948410914e-06
mixed,113,0.5675,2.8192090897738166e-06,3.099130223784475e-06,2.5392879557631576e-06
mixed,114,0.5725,3.598169206276989e-06,3.878074489766006e-06,3.3182639227879726e-06
mixed,115,0.5775,3.613807127233279e-06,3.894454039493762e-06,3.333160214972796e-06
mixed,116,0.5824999999999999,3.1162497302691635e-06,3.4000747680496364e-06,2.8324246924886906e-06
mixed,117,0.5874999999999999,3.0104290755914193e-06,3.231045881938669e-06,2.78981226924417e-06
mixed,118,0.5924999999999999,3.9394742254072654e-06,4.279113413844732e-06,3.599835036969798e-06
mixed,119,0.5974999999999999,3.7554954380353793e-06,4.071783474021403e-06,3.4392074020493553e-06
mixed,120,0.6024999999999999,5.786347035625415e-06,6.183040169571159e-06,5.389653901679671e-06
mixed,121,0.6074999999999999,1.1016652167950842e-05,1.1813940273559866e-05,1.0219364062341819e-05
mixed,122,0.6124999999999999,1.0039421387291976e-05,1.103756557229247e-05,9.041277202291481e-06
mixed,123,0.6174999999999999,6.402049174952282e-06,6.8924950407578585e-06,5.911603309146706e-06
mixed,124,0.6224999999999999,5.22864971374077e-06,5.688334114268423e-06,4.768965313213116e-06
mixed,125,0.6275,4.1315233033139685e-06,4.464795983519535e-06,3.7982506231084027e-06
mixed,126,0.6325,4.741276382296583e-06,4.989999250151872e-06,4.492553514441295e-06
mixed,127,0.6375,5.9485465831627345e-06,6.299888810690773e-06,5.597204355634697e-06
mixed,128,0.6425,4.061985173348244e-06,4.334312564447109e-06,3.7896577822493782e-06
mixed,129,0.6475,3.8098834771759133e-06,4.134470673990154e-06,3.485296280361673e-06
mixed,130,0.6525,3.637283350850098e-06,3.901622464645086e-06,3.3729442370551103e-06
mixed,131,0.6575,3.6120697169130913e-06,3.91069780737077e-06,3.3134416264554127e-06
mixed,132,0.6625,3.617434044860388e-06,3.91262492979506e-06,3.3222431599257152e-06
mixed,133,0.6675,3.729857476694159e-06,4.033828660857878e-06,3.4258862925304403e-06
mixed,134,0.6725,3.7201656547907786e-06,3.96917434768664e-06,3.4711569618949178e-06
mixed,135,0.6775,3.942924536443211e-06,4.262090476029071e-06,3.6237585968573503e-06
mixed,136,0.6825,3.1120297950481074e-06,3.383247160581577e-06,2.840812429514638e-06
mixed,137,0.6875,4.2099861492450136e-06,4.521937363640117e-06,3.898034934849909e-06
mixed,138,0.6925,3.429476852700821e-06,3.7208912435973708e-06,3.1380624618042715e-06
mixed,139,0.6975,5.252263354949368e-06,5.607834467611167e-06,4.896692242287567e-06
mixed,140,0.7025,7.360208005825122e-06,7.842871348814032e-06,6.877544662836212e-06
mixed,141,0.7074999999999999,1.7562164249234573e-05,1.889144185954229e-05,1.6232886638926856e-05
mixed,142,0.7124999999999999,7.2436854161677145e-06,8.012150002399676e-06,6.475220829935754e-06
mixed,143,0.7174999999999999,6.312309139508491e-06,6.754294154788334e-06,5.8703241242286474e-06
mixed,144,0.7224999999999999,3.887693348663068e-06,4.220226384750506e-06,3.55516031257563e-06
mixed,145,0.7274999999999999,4.046165165933998e-06,4.309435238507426e-06,3.782895093360569e-06
mixed,146,0.7324999999999999,3.248302773473473e-06,3.486171705793165e-06,3.010433841153781e-06
mixed,147,0.7374999999999999,4.165632052483598e-06,4.491638709119232e-06,3.839625395847966e-06
mixed,148,0.7424999999999999,3.0640628942774222e-06,3.322971462289044e-06,2.8051543262658006e-06
mixed,149,0.7474999999999999,5.0403286283444645e-06,5.345188556078051e-06,4.735468700610879e-06
mixed,150,0.7525,3.937927324014104e-06,4.234042616927513e-06,3.6418120311006967e-06
mixed,151,0.7575,6.221853099583971e-06,6.583623189487657e-06,5.860083009680284e-06
mixed,152,0.7625,4.024667871427395e-06,4.331477183426568e-06,3.7178585594282206e-06
mixed,153,0.7675,5.82718540974198e-06,6.289221401311042e-06,5.365149418172918e-06
mixed,154,0.7725,4.8877678840417045e-06,5.313919437034231e-06,4.461616331049177e-06
mixed,155,0.7775,4.817138222087001e-06,5.1637952317244476e-06,4.470481212449556e-06
mixed,156,0.7825,4.7825300698662454e-06,5.133620791179735e-06,4.4314393485527555e-06
mixed,157,0.7875,5.484401082163791e-06,5.8185240248553595e-06,5.150278139472223e-06
mixed,158,0.7925,4.211727036507558e-06,4.525842565747652e-06,3.8976115072674635e-06
mixed,159,0.7975,5.925557962034647e-06,6.282371771726694e-06,5.568744152342601e-06
mixed,160,0.8025,1.6465582958656194e-05,1.7633152090647356e-05,1.5298013826665027e-05
mixed,161,0.8075,1.5231128830732968e-05,1.672402431612865e-05,1.3738233345337284e-05
mixed,162,0.8125,8.441006020286997e-06,9.165628562320361e-06,7.716383478253635e-06
mixed,163,0.8175,6.80345272352967e-06,7.505809876329486e-06,6.101095570729854e-06
mixed,164,0.8225,5.826032333168448e-06,6.324495814050076e-06,5.3275688522868195e-06
mixed,165,0.8275,4.632516336994381e-06,4.968117840720527e-06,4.296914833268235e-06
mixed,166,0.8325,5.5808705307053055e-06,6.069915454746792e-06,5.091825606663819e-06
mixed,167,0.8374999999999999,3.8113845676696487e-06,4.187524629556918e-06,3.4352445057823795e-06
mixed,168,0.8424999999999999,4.604751956918324e-06,5.0437093839340405e-06,4.165794529902607e-06
mixed,169,0.8474999999999999,4.5950914660087655e-06,5.015037031090983e-06,4.1751459009265474e-06
mixed,170,0.8524999999999999,5.551117181908432e-06,5.943583746432928e-06,5.1586506173839365e-06
mixed,171,0.8574999999999999,4.514916229280867e-06,4.946234441530685e-06,4.08359801703105e-06
mixed,172,0.8624999999999999,5.766981811295615e-06,6.335441345739303e-06,5.198522276851927e-06
mixed,173,0.8674999999999999,5.8305325942771235e-06,6.356186291981919e-06,5.304878896572327e-06
mixed,174,0.8724999999999999,6.873505685116241e-06,7.511074865804694e-06,6.235936504427788e-06
mixed,175,0.8775,7.82213289938011e-06,8.424237581444121e-06,7.220028217316098e-06
mixed,176,0.8825,9.554514132968079e-06,1.0255242736983738e-05,8.853785528952418e-06
mixed,177,0.8875,4.9299423855873216e-06,5.384501636167213e-06,4.47538313500743e-06
mixed,178,0.8925,8.687502582772539e-06,9.358059491446243e-06,8.016945674098832e-06
mixed,179,0.8975,7.189050696651707e-06,7.851141659517345e-06,6.52695973378607e-06
mixed,180,0.9025,3.228420350746772e-05,3.5245347294842555e-05,2.932305972009288e-05
mixed,181,0.9075,1.1513199923513662e-05,1.306666162543693e-05,9.959738221590393e-06
mixed,182,0.9125,1.3857637577243506e-05,1.5202153442638488e-05,1.2513121711848526e-05
mixed,183,0.9175,6.9468207686441974e-06,7.741759691653141e-06,6.151881845635255e-06
mixed,184,0.9225,9.739218991599102e-06,1.0549900473879156e-05,8.92853750931905e-06
mixed,185,0.9275,5.510055070901041e-06,6.187556306951187e-06,4.8325538348508956e-06
mixed,186,0.9325,8.44081131008199e-06,9.164409557830108e-06,7.717213062333871e-06
mixed,187,0.9375,5.429368682685994e-06,6.090006977052601e-06,4.768730388319386e-06
mixed,188,0.9425,9.217616220853262e-06,1.0043439515538539e-05,8.391792926167986e-06
mixed,189,0.9475,5.294729493327314e-06,5.9699536335471725e-06,4.619505353107457e-06
mixed,190,0.9525,7.791070819293696e-06,8.580580805241765e-06,7.001560833345627e-06
mixed,191,0.9575,5.900657746468262e-06,6.748474828770072e-06,5.0528406641664516e-06
mixed,192,0.9624999999999999,8.254592194062951e-06,9.21151114822282e-06,7.297673239903082e-06
mixed,193,0.9674999999999999,8.22743208218913e-06,9.1494505334393e-06,7.305413630938958e-06
mixed,194,0.9724999999999999,8.863065995095886e-06,9.884693861963837e-06,7.841438128227937e-06
mixed,195,0.9774999999999999,7.937442317147771e-06,8.884064376169048e-06,6.990820258126496e-06
mixed,196,0.9824999999999999,1.0724682643509185e-05,1.1860972985492221e-05,9.588392301526148e-06
mixed,197,0.9874999999999999,8.415305833673224e-06,9.43654201236535e-06,7.394069654981099e-06
mixed,198,0.9924999999999999,1.2936323166874953e-05,1.4203811420089596e-05,1.1668834913660309e-05
mixed,199,0.9975,1.590746683870343e-05,1.7514189710159334e-05,1.4300743967247522e-05
