layer,kv_head,readout_shape_score,readout_shape_score_median,peak_readout_shape_score,spiky_readout_score,internal_readout_share,memory_readout_share,current_readout_share,current_core_readout_share,clean_internal_readout_share,internal_topk_concentration,internal_top1_concentration,internal_top4_concentration,internal_top8_concentration,internal_top100_mean_attention,internal_peakiness,internal_peak_to_median,internal_log_peak_to_median,previous_boundary_ratio,current_start_boundary_ratio,transition_boundary_ratio,boundary_ratio,boundary_suppression,num_observations
10,3,0.23237630550331115,0.19261523116933657,0.12592177193961354,0.866004232892435,0.49726005537026347,0.888265659491983,0.11173433050320795,0.1062270824936246,0.7636560392170336,0.6585564511133793,0.13511137529817477,0.34674841068667017,0.46524063076450994,0.002123879320927813,0.468800759408623,2480291562.5528345,11.510020249613309,0.33933043290301135,0.05619851727602533,0.39651285483338294,0.39651285483338294,0.6034871451666171,80
11,0,0.14688264904810588,0.12069526128900071,0.060600292545552326,0.22460065817941724,0.414001102908104,0.7176420130454847,0.28235799474481915,0.27593417529499553,0.5931875260584735,0.4839300275983652,0.08029125670531585,0.1948199242715839,0.27460090134779774,0.0014004953194984183,0.36637285687029364,79130.6623580236,9.166334144948568,0.29564569410297215,0.029447502488321647,0.31006472944735497,0.31006472944735497,0.689935270552645,80
11,1,0.21144630230799616,0.21243394897596873,0.10209149007046796,0.4460977672835198,0.4813070587027055,0.8846534157253633,0.11534658198383554,0.11166299221087447,0.738868238077817,0.6127685075738827,0.10349463933952459,0.2591633683736317,0.36790519743231176,0.0016577862802634514,0.44333158042281867,353141.0733231511,10.223544612061936,0.32840211891940846,0.034698784771705196,0.4070299436939936,0.4070299436939936,0.5929700563060064,80
11,2,0.16575730883721665,0.10754800689601307,0.08423091390353545,0.5069097371255413,0.40714347877430723,0.8493359197659753,0.15066409101606276,0.14046214428782644,0.7091735559637381,0.5947340194730886,0.1253394130036694,0.3011942901661025,0.4046427942376397,0.000906358202954749,0.43749039731919764,989651.4334145577,10.270045129430049,0.38324267948374874,0.07579452415193441,0.4523943770494035,0.4523943770494035,0.5476056229505966,80
11,3,0.18993615162434235,0.1867988670988168,0.09087458410046399,0.4131289141491645,0.45780026983313044,0.892018099085776,0.10798190718988046,0.10389518296552876,0.7218149328454166,0.5893346533641626,0.08826984161486741,0.23332777771609553,0.33244666990968813,0.0022643455468937647,0.4351647932082415,788885917.148119,10.744912623079014,0.32423787653307107,0.04321992288576537,0.43830455598212226,0.43830455598212226,0.5616954440178777,80
12,0,0.24048127661617644,0.2370900025041902,0.11536472862624256,0.588157520053825,0.5424771754187355,0.8946458968644745,0.10535410052190575,0.10314784523562548,0.802348865140228,0.6048217914461451,0.07665816404412187,0.22110107133044504,0.33339864400148556,0.0027172387235452787,0.44333382695913315,2054536775.4743378,11.909483869318915,0.3250071341099222,0.026229031402019286,0.35437497828348274,0.35437497828348274,0.6456250217165173,80
12,1,0.19082970983958453,0.19883822387793948,0.08058612447913673,0.24105327075158317,0.5082666358571171,0.8020560830817868,0.19794392294965055,0.19413412447336834,0.7069714772329155,0.5070301165077465,0.0540418483695944,0.15109525272884963,0.239116384443376,0.0020018886676439252,0.39385052360594275,79674.84861210198,9.735542092359925,0.2576101374587406,0.02798850482587103,0.2975992450056487,0.2975992450056487,0.7024007549943513,80
12,2,0.24302769264602828,0.26475999901075775,0.11184887524269418,0.3628402610879681,0.5744431888525138,0.9193483907835557,0.08065160506936211,0.07840644077161073,0.8174634022284932,0.5761313154733955,0.06097256733911549,0.17624834797624866,0.2816699713179486,0.0024960349862681143,0.43304866664111613,123042.02363172181,10.497119197135651,0.2787446241308459,0.03566900803535482,0.3471503636987327,0.3471503636987327,0.6528496363012672,80
12,3,0.23991913989601232,0.25380723761391843,0.11668574919146238,0.4353750425947999,0.5143712550868444,0.8694301328581844,0.1305698693177629,0.12579572247303875,0.7572838059118189,0.6360135711682766,0.07314236246735349,0.22182020128811245,0.3444636880023644,0.002362304736442411,0.4490687113255262,424979.55474374694,10.586896189522507,0.3022084486152858,0.045222021937647634,0.3598330319763158,0.3598330319763158,0.6401669680236842,80
13,0,0.23968454490174773,0.24974805958195312,0.11674205625053939,0.520104782660898,0.5380085141773148,0.9304953530802299,0.06950464787414663,0.06733551735165685,0.8266799336085782,0.6386168929592796,0.07714875815727727,0.21559991170846682,0.33391610023959983,0.003069206818247494,0.4677367992699146,710068974.5940914,12.489248693418851,0.33323860038267206,0.03764568174099327,0.39465596494679744,0.39465596494679744,0.6053440350532026,80
13,1,0.23542939780918898,0.220542201560766,0.12132242827680968,0.6535921247819623,0.48603057358762747,0.8807964963765716,0.11920350669870042,0.11513273944048441,0.7774111959445006,0.6622395242598664,0.10223558458535849,0.28666271911110586,0.4112413655405943,0.00225309827854403,0.46475503221154213,210436943.09790057,11.25431693521754,0.36107641384646516,0.03204576908701795,0.39883669140442446,0.39883669140442446,0.6011633085955757,80
13,2,0.21781067711719918,0.21881049154487764,0.1005975003349967,0.38459709998515146,0.5329858871086136,0.8901259940917481,0.10987400795646604,0.1059285251291217,0.7904311368588312,0.585115691036041,0.060079626491786456,0.1774784001860891,0.2791170232581133,0.0030236559437469166,0.44833813384175303,670219625.4526579,12.76798020785894,0.2970526461644257,0.04259667095792227,0.3610855923302734,0.3610855923302734,0.6389144076697266,80
13,3,0.23461183237528874,0.24043972589126236,0.10901546997483813,0.46162916360383016,0.5412818718909915,0.8631377163448144,0.1368622905917229,0.13351667666326886,0.776197177921077,0.585602716144884,0.07010206835569607,0.18538731286199672,0.2844168462153699,0.0033609709180836946,0.4426350276917219,1588157176.7165968,12.176888684935395,0.27015030060296397,0.03418326573200625,0.3252014570775905,0.3252014570775905,0.6747985429224095,80
14,0,0.3173789998802579,0.3334389907555958,0.17605098758750554,1.1166377787853334,0.5529581210503225,0.9380883409207875,0.0619116460851582,0.05901860068844091,0.8322093883730547,0.7330553076658896,0.1373530672560148,0.35901384014283255,0.5046308506852809,0.002246113113545789,0.5155638402327896,731078.8658816314,12.03151473224383,0.35208721540136584,0.04754199384860566,0.38802326973208096,0.38802326973208096,0.6119767302679191,80
14,1,0.23784151704335216,0.2375827627827477,0.1123710668186227,0.4222418398591496,0.5225921580803915,0.8443284890719116,0.155671516994422,0.15050557736423756,0.73774008659729,0.6020107244890972,0.06846033312303967,0.19564519258834462,0.30267538593477694,0.002299937222119297,0.44953618459403516,480399.6547324797,11.871898521804502,0.2805690452064238,0.037614785362867525,0.3269022742198069,0.3269022742198069,0.6730977257801931,80
14,2,0.2578255876229598,0.23929513826413296,0.1344574158840265,0.8904659645577404,0.5466441668269553,0.9241941231637073,0.07580587418869833,0.07136403065566935,0.8205138959374842,0.633084135203186,0.09931455645149417,0.23845990487108848,0.34937056356678203,0.0034657744677019766,0.4703036753460765,1417500801.6797955,13.308527125028826,0.2799475248240625,0.07136446404254268,0.38199179751045004,0.38199179751045004,0.6180082024895499,80
14,3,0.24100986814899023,0.24920369677801316,0.11335539239831527,0.4407915092710587,0.5268911405602951,0.8425666282946203,0.15743338098038187,0.1530187804737587,0.7518328198959631,0.6210595295494848,0.06787500186360271,0.20118904946035981,0.3147436657794868,0.002664301372487898,0.4526482816785574,269179547.0057415,12.039726518447443,0.32744680815733684,0.037067144787920905,0.320090084390174,0.320090084390174,0.6799099156098259,80
15,0,0.17179575929289617,0.16069637975136733,0.07751003421230088,0.3292529659500012,0.4075744361945663,0.7323118911921328,0.2676881127113669,0.2616835818211132,0.5982073601210438,0.5569159969667987,0.08154874895239349,0.2208192825884546,0.3230707685959902,0.001953877248547542,0.40389171838760374,77823.70005958232,10.103386539451366,0.33172436435500174,0.025582537459200895,0.33074198716756,0.33074198716756,0.66925801283244,80
15,1,0.19491365600898714,0.15387648091957085,0.10681093916579525,0.7883490610281492,0.3907019603523344,0.7892810656713288,0.21071894257565535,0.20790780215182297,0.6646186664589231,0.6685420407954501,0.12905229708774732,0.3441795460811269,0.46877507863563117,0.0015711325885859218,0.47264301478862764,1875001797.5410244,11.589663166521909,0.37553357084660693,0.01608666816264718,0.40139023889691056,0.40139023889691056,0.5986097611030894,80
15,2,0.22237429153451654,0.2393700220969071,0.10967530830523745,0.48492167663069574,0.47260213477609164,0.8585576924880669,0.1414423158819905,0.1382762102102419,0.7168971735725677,0.6295068605724579,0.09931926647344735,0.25500237306496426,0.3669992820421901,0.0019454577572275867,0.45384334344416855,171810.90058794167,10.806751209338561,0.32824461315301806,0.024256483718343116,0.38912165624920514,0.38912165624920514,0.6108783437507948,80
15,3,0.1758634324496598,0.1684803096184158,0.08117117059149766,0.3357444755227897,0.4296056317088455,0.8172549257046764,0.18274507502186194,0.1787997331713535,0.6697380751400386,0.5763118748520578,0.08410523231536512,0.235031286924613,0.3438242640157341,0.0021099413131935307,0.4163923213258386,108269.31847582303,9.92447971207598,0.3782035760749292,0.023951478258732707,0.39159463410323536,0.39159463410323536,0.6084053658967646,80
16,0,0.2835187014188978,0.29330305095923365,0.14210902801461817,0.6481408792835722,0.5560573893093834,0.8932824070559198,0.1067175965175369,0.10228214082765678,0.7892185740348692,0.6658636715781282,0.07896125042112637,0.2336222874150335,0.3563199651186996,0.003164921476610516,0.4769572937861085,1486140.5084946798,12.76536003056972,0.3215120473660297,0.040000776077216624,0.34166047445174474,0.34166047445174474,0.6583395255482553,80
16,1,0.28772703208174294,0.3343215598626571,0.16097537342785465,1.008012108523792,0.541154997815812,0.9763060890192318,0.02369390915811499,0.02145784199207692,0.8805895145204994,0.7330820313035685,0.1334181460783686,0.33870430712690364,0.4735205813546367,0.0023974721898895267,0.5211195761337877,833795.9747429842,12.583558195575879,0.37715702241280447,0.08571803515308103,0.4373871647446935,0.4373871647446935,0.5626128352553065,80
16,2,0.3066646735034264,0.33552565494134834,0.1690010035748588,1.3489576492371822,0.5453677551745149,0.9317565043605114,0.06824348612142173,0.06507938388581087,0.8110130528606957,0.7543262377305722,0.12641747879760787,0.3370129743420208,0.4790254540766433,0.003161021425415811,0.5357626447454095,9971058288.501238,17.220086374253473,0.34732880131559074,0.04333054459304776,0.3895528504606269,0.3895528504606269,0.6104471495393732,80
