layer,head,local_current_share,global_current_share,s_current_share,b_log_per_token_ratio,r_per_token_ratio,local_per_token_ratio,global_per_token_ratio,current_token_fraction,num_observations,b_quantile_class,s_threshold_class
0,0,0.4005101834575237,0.3964116654629484,0.39846092446023607,-1.509660877234408,0.8602254692380834,0.7339071080712556,1.068291789241906,0.7408419067708049,203,current_oriented_top20,mixed
0,1,0.376419444774906,0.38113258020514207,0.37877601249002407,0.2209565256966259,581662.8545541003,823570.0550686322,461724.24572519364,0.7408419067708049,203,current_oriented_top20,mixed
0,2,0.32278349918996907,0.32630128925436824,0.32454239422216863,-1.8715105721991152,8.16306763215184,7.589467418517716,9.073048236295856,0.7408419067708049,203,current_oriented_top20,mixed
0,3,0.16631897698100548,0.1713531437791147,0.1688360603800601,-7.269936579412278,580.797873690978,964.354748069629,431.3709866512212,0.7408419067708049,203,memory_oriented_bottom20,memory_mass_lt25
0,4,0.22521107357564227,0.23522388066160557,0.23021747711862392,-2.5387952827985716,0.11751010464960784,0.11032361881302785,0.1261880639848744,0.7408419067708049,203,mixed,memory_mass_lt25
0,5,0.36094959188591613,0.3515159924620111,0.3562327921739636,-0.41307932808355263,349425.94969495054,460663.7504550741,378748.9984592518,0.7408419067708049,203,current_oriented_top20,mixed
0,6,0.34426457866833643,0.3390227700423064,0.3416436743553214,-0.5958331762099712,167451.03704110262,264225.0613535578,151414.2967628218,0.7408419067708049,203,current_oriented_top20,mixed
0,7,0.3657062071549885,0.36402649402829446,0.36486635059164146,-1.3591715345461333,25040.141764422016,40831.85032887766,74347.96915242908,0.7408419067708049,203,current_oriented_top20,mixed
0,8,0.4364518110681637,0.44408177059565856,0.44026679083191117,-0.9030421862357997,23.13393718535355,12.449227230017776,52.11573232229102,0.7408419067708049,203,current_oriented_top20,mixed
0,9,0.37253842285542926,0.36968259047946245,0.3711105066674459,-1.704667735571355,2.4731697109471704,2.7593438283986473,2.2205887201856913,0.7408419067708049,203,current_oriented_top20,mixed
0,10,0.3515010179376592,0.3088915910482351,0.3301963044929472,-2.772668509078924,3405.6068977547397,6653.129657698625,4229.826487767194,0.7408419067708049,203,mixed,mixed
0,11,0.4492144233735251,0.44052390000906777,0.4448691616912964,-0.8582336298719988,20.405642246091347,21.121759425610158,19.7800057520677,0.7408419067708049,203,current_oriented_top20,mixed
0,12,0.4600556755961456,0.45477515263161783,0.4574154141138817,-0.9264385953819928,7.191541098545272,7.831364498551697,6.619095718703724,0.7408419067708049,203,current_oriented_top20,mixed
0,13,0.3712239798612599,0.3700196474539391,0.3706218136575995,-1.757983388556307,3.014755522726513,3.399808821909524,2.69947570569015,0.7408419067708049,203,current_oriented_top20,mixed
0,14,0.7400661099133233,0.7353539428687448,0.737710026391034,0.1405095442512863,1.727998025407882,1.718785310320079,1.7399250288021388,0.7408419067708049,203,current_oriented_top20,mixed
0,15,0.09935659495835882,0.004926109047083816,0.05214135200272131,-25.10610305103168,0.011852677447733143,3.774732182163676,0.3818900959320273,0.7408419067708049,203,memory_oriented_bottom20,memory_mass_lt25
0,16,0.3678449543029256,0.3697231476314296,0.3687840509671776,-1.047844097665819,13858.206454303028,2864.950148814222,214205.7062312116,0.7408419067708049,203,current_oriented_top20,mixed
0,17,0.3849449658426892,0.39041139978199757,0.3876781828123434,-1.519292484086362,2.0332295008610686,1.927014358901405,2.1555507552209012,0.7408419067708049,203,current_oriented_top20,mixed
0,18,0.470886129188567,0.43825044029672156,0.45456828474264427,-0.9789093968689466,3.772195248748943,4.020177022063086,3.546328532009436,0.7408419067708049,203,current_oriented_top20,mixed
0,19,0.623095430617262,0.6290715462688742,0.626083488443068,0.04238712243324204,9.87045237759957,10.246297629963001,9.655083907648848,0.7408419067708049,203,current_oriented_top20,mixed
