name,layer,kv_head,score,internal_share,boundary_share,current_share,boundary_ratio_in_memory
L0-KV3,0,3,0.0108025901898328,0.08482853927315377,0.5598180464585294,0.35535341426826456,0.8684107832869112
L0-KV2,0,2,0.0170590484881665,0.1976338238157708,0.3351467017695622,0.4672194744146355,0.6290520874450833
L0-KV1,0,1,0.0267120269362417,0.04884423296480228,0.6349223280578163,0.3162334389773285,0.9285659233001952
L0-KV0,0,0,0.0435398758663611,0.19925990017596043,0.6023529371096631,0.19838716271432968,0.7514262610230665
