layer,kv_head,readout_shape_score,readout_shape_score_median,peak_readout_shape_score,internal_readout_share,memory_readout_share,current_readout_share,internal_topk_concentration,internal_peakiness,boundary_ratio,boundary_suppression,num_observations
17,1,0.046456809998404146,0.026949394582177447,0.02173589026300779,0.17280635132695227,0.6717534322301458,0.3282465979101534,0.51631208679447,0.32698284089565277,0.7371299153031775,0.2628700846968225,4
17,2,0.06517635986168928,0.04960838493485763,0.03427192433843488,0.2109417745147345,0.7107474050260448,0.28925263158059167,0.5314770642576053,0.3520922288298607,0.6941164495014656,0.3058835504985345,4
17,3,0.019330498012748526,0.01967694394595349,0.004668704329951876,0.1387199719254375,0.36493633752949206,0.6350636515247898,0.31179522571740736,0.22689984738826752,0.5504844481314728,0.44951555186852726,4
18,0,0.009489555978873803,0.0027333406235821225,0.0033573303931967034,0.07003067812128708,0.4085516871367648,0.591448333155267,0.39619316833341656,0.2895883023738861,0.7818087196356734,0.21819128036432653,4
18,1,0.014598088398812145,0.014535245082368094,0.006235832521407322,0.09567058689272552,0.43663701035819297,0.5633630120526372,0.4947359036500253,0.3436156064271927,0.7657526216235769,0.23424737837642304,4
18,2,0.022592992731716513,0.021387090705575876,0.004994963988219311,0.17377601895655015,0.44113498975614057,0.5588650102228778,0.31436500261811534,0.22318050265312195,0.6067987827939316,0.3932012172060684,4
18,3,0.011775864864505553,0.005701907603138161,0.004573690350000596,0.08662003495575175,0.3861100090617595,0.6138899878679315,0.4000941314328805,0.27178752422332764,0.7443723250916996,0.2556276749083004,4
19,0,0.08225997148613641,0.04626126883019445,0.0324232227682806,0.26398789320537785,0.6439033446032032,0.3560966553926111,0.4488688208784245,0.31543774902820587,0.5783465742602415,0.4216534257397585,4
19,1,0.006603909288070064,0.0065079087820197005,0.001013760726796072,0.09040632115149017,0.4595798477272912,0.540420155160676,0.2336099094593594,0.16289040446281433,0.6939376563986648,0.3060623436013353,4
19,2,0.04327134829765886,0.04125213321517588,0.013389656745832597,0.2207904111584893,0.5681176926294631,0.43188230702462316,0.4168026801076689,0.28995586931705475,0.5953252285473397,0.40467477145266034,4
19,3,0.0387745590781532,0.039948137009777604,0.009966755909431298,0.23837489385499874,0.49192264169021116,0.5080773316852065,0.32879564212269274,0.25375011563301086,0.5066823008847232,0.49331769911527684,4
20,0,0.010494341367741085,0.010698291150661572,0.002227000142411359,0.09169613668347701,0.2769097049629603,0.7230902410632295,0.23707981186302554,0.18494084477424622,0.5060154293127052,0.4939845706872948,4
20,1,0.07198894313712272,0.06041547354478276,0.024630341074757124,0.3096405716801356,0.790369236028396,0.20963077767360272,0.4506409408169983,0.3101055473089218,0.6104496078460268,0.38955039215397325,4
20,2,0.020027397122377992,0.013057605872467192,0.0030081534003142557,0.2212747759761863,0.4743005830756905,0.5256994506647447,0.18167478689887273,0.1610088050365448,0.5122205348224953,0.4877794651775047,4
20,3,0.028245720660048337,0.030488784852948966,0.005537229358630644,0.20180293308975497,0.385752177059307,0.6142478402989359,0.26630938348485617,0.19930778443813324,0.4450097010639522,0.5549902989360478,4
21,0,0.05099243882735722,0.058101540528838064,0.01423348777858342,0.2571459295560255,0.5711992893396559,0.4288007164537578,0.3921971882608879,0.2693740129470825,0.5259390507948096,0.4740609492051904,4
21,1,0.028147664671169532,0.016388202770112874,0.0073381465427580705,0.18531876792134536,0.5457148432509139,0.45428516437519084,0.3516010521948365,0.25005558133125305,0.6592285364887625,0.34077146351123755,4
21,2,0.018081481486510367,0.010702344865030734,0.005435204571659303,0.14447401470222682,0.591349673147176,0.40865033192617617,0.3838208324899094,0.27227558195590973,0.7366595166400339,0.26334048335996607,4
21,3,0.05623548153444811,0.05856304241611025,0.01874934435767556,0.2541437951127466,0.5508144563479849,0.4491855571656622,0.45446368174545454,0.3178466409444809,0.5257978571727999,0.4742021428272001,4
22,0,0.10629301904601442,0.09892410197253522,0.04595549297109535,0.3164619050561224,0.8517163488734564,0.1482836785698694,0.5569519406574954,0.37379346787929535,0.6329761667972652,0.3670238332027348,4
22,1,0.04577942241330746,0.036817861722248685,0.013993891250970945,0.2482994583261032,0.64692739714904,0.3530725928816063,0.36563309175498043,0.2688423842191696,0.6045705695073521,0.3954294304926479,4
22,2,0.07288877034383293,0.068002800186882,0.020645221089333265,0.3148868313491032,0.554755664884237,0.44524432255416563,0.3454382089754846,0.26316869258880615,0.434925806226491,0.565074193773509,4
22,3,0.06525906258362194,0.06626911119581945,0.025375401701985677,0.27841015486860865,0.7661476185050282,0.2338524170121667,0.4968470282397238,0.3554012328386307,0.6383508872051273,0.36164911279487266,4
23,0,0.048405308678927464,0.05486422765349791,0.013318116027339278,0.24774450759755323,0.4541139111012407,0.5458860962419423,0.3432227260326669,0.25834256410598755,0.446049507494782,0.553950492505218,4
23,1,0.038770275809699876,0.03063013068362355,0.01461336220999274,0.2107824916937614,0.7517950403907466,0.2482049502556078,0.4836204409519886,0.3393085151910782,0.715075930253045,0.284924069746955,4
23,2,0.061661784496346954,0.0523515218252906,0.024234751582844626,0.2578280197295418,0.7340424155376769,0.2659575850166948,0.49464316897086014,0.351366251707077,0.6432307308804193,0.35676926911958073,4
23,3,0.012001981559666792,0.008973548759645684,0.00207765516058503,0.10449607951632273,0.4493566995138757,0.5506432831637986,0.2874175209846231,0.1974598914384842,0.6401826747801685,0.35981732521983145,4
24,0,0.005569717118377388,0.00654773792623715,0.0005723591811877672,0.0972140060514991,0.394892189081276,0.6051077916522218,0.1479552579293814,0.11021129786968231,0.5399255746882748,0.46007442531172515,4
24,1,0.261478804946243,0.31938850156650117,0.11717523622257389,0.5612639023971023,0.9181548794554695,0.08184510749699202,0.556332938669154,0.3861842602491379,0.41295460949000945,0.5870453905099906,4
24,2,0.024890493355171434,0.026571753034049204,0.007238772867443327,0.1587198592675895,0.40182660092754807,0.5981734352577232,0.3400618690413266,0.26236405968666077,0.5745707179923695,0.4254292820076306,4
24,3,0.04833022078117155,0.046545959785403705,0.01416400248412106,0.27693966654599694,0.6275136125515093,0.3724863924605267,0.38974314660072096,0.28973571956157684,0.5475236742667513,0.45247632573324875,4
